x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
509601,459395,602,42.01,13.51,6.2,509600,9999999,509750,509800,0.33,8.914,800
509601,459395,602,51.4,17.02,1.16,509600,9999999,509800,509850,0.32,6.545,800
509601,459395,602,46.55,26.46,-2.53,509600,9999999,509850,509900,0.58,3.951,800
509601,459395,602,75.45,20.78,1.85,509600,9999999,509900,509950,3.85,4.574,800
509601,459395,602,115.89,17.69,-42.71,509600,9999999,509950,510000,3.51,5.27,800
509601,459395,602,138.51,17.25,-81.37,509600,9999999,510000,510050,3.28,4.899,800
509601,459395,602,210.95,17.06,24.42,509600,9999999,510050,510100,1.48,5.969,800
509601,459395,602,215.94,14.33,8.58,509600,9999999,510100,510150,1.87,4.999,800
509650,459394,601,61.74,23.91,-19.68,509650,9999999,509700,509750,0.12,75.167,765
509650,459394,601,36.5,14.88,22.47,509650,9999999,509750,509800,0.15,14.813,765
509650,459394,601,48.68,18.25,-21.52,509650,9999999,509800,509850,0.54,9.877,765
509650,459394,601,29.8,27.99,8.4,509650,9999999,509850,509900,1.45,3.628,765
509650,459394,601,59.56,20.31,2.94,509650,9999999,509900,509950,0.83,4.834,765
509650,459394,601,94.9,18.53,-55.72,509650,9999999,509950,510000,2.28,5.502,765
509650,459394,601,123.16,14.7,-15.72,509650,9999999,510000,510050,4.53,5.356,765
509650,459394,601,192.51,17.21,-66.46,509650,9999999,510050,510100,4.51,6.511,765
509650,459394,601,61.72,23.81,-18.78,509650,9999999,509700,509750,0.06,75.144,765
509650,459394,601,36.47,14.65,23.73,509650,9999999,509750,509800,0.08,14.803,765
509650,459394,601,48.69,18.83,-24.76,509650,9999999,509800,509850,0.53,9.881,765
509650,459394,601,29.76,26.9,10.26,509650,9999999,509850,509900,1.2,3.623,765
509650,459394,601,59.52,20.28,1.41,509650,9999999,509900,509950,0.71,4.831,765
509650,459394,601,95.23,17.8,-55.41,509650,9999999,509950,510000,1.97,5.521,765
509650,459394,601,122.83,16.12,-14.57,509650,9999999,510000,510050,4.02,5.341,765
509650,459394,601,192.4,17.64,-66.89,509650,9999999,510050,510100,3.16,6.507,765
509650,459394,601,180.74,17.96,15.85,509650,9999999,510100,510150,8.52,4.89,765
509650,459394,601,102.19,7.33,27.56,509650,9999999,510150,510200,18.02,2.262,765
509700,459396,601,105.77,16.69,-13.19,509700,9999999,509750,509800,0.08,144.768,860
509700,459396,601,74.72,19.02,52.47,509700,9999999,509800,509850,0.3,34.092,860
509700,459396,601,37.58,29.95,-36.66,509700,9999999,509850,509900,0.84,8.574,860
509700,459396,601,44.36,22.81,-21.21,509700,9999999,509900,509950,0.49,6.072,860
509700,459396,601,90.42,20.53,-15.99,509700,9999999,509950,510000,0.63,8.251,860
509700,459396,601,107.8,18.11,-71.07,509700,9999999,510000,510050,9.67,7.026,860
509700,459396,601,172.17,18.06,14.1,509700,9999999,510050,510100,9.11,8.416,860
509700,459396,601,159.43,14.95,-28.42,509700,9999999,510100,510150,1.53,6.062,860
509700,459396,601,95.99,14.47,21.05,509700,9999999,510150,510200,1.99,2.92,860
509700,459396,601,64.19,15.93,-27.2,509700,9999999,510200,510250,3.94,1.597,860
509700,459396,601,105.79,16.68,-12.05,509700,9999999,509750,509800,0.05,144.798,860
509700,459396,601,74.7,18.95,52.16,509700,9999999,509800,509850,0.07,34.081,860
509700,459396,601,37.62,29.47,-35.4,509700,9999999,509850,509900,0.57,8.582,860
509700,459396,601,44.35,23.06,-21.88,509700,9999999,509900,509950,0.49,6.071,860
509700,459396,601,90.41,20.42,-18.28,509700,9999999,509950,510000,0.33,8.25,860
509700,459396,601,173.83,24.54,18.48,509700,9999999,510050,510100,18.16,8.497,860
509700,459396,601,159.41,15.57,-32.46,509700,9999999,510100,510150,1.3,6.061,860
509700,459396,601,95.8,14.77,21.29,509700,9999999,510150,510200,3.37,2.914,860
509700,459396,601,64.26,14.87,-26.31,509700,9999999,510200,510250,2.36,1.599,860
509700,459396,601,105.84,16.72,-11.66,509700,9999999,509750,509800,0.05,144.861,860
509700,459396,601,74.76,19.08,51.94,509700,9999999,509800,509850,0.17,34.108,860
509700,459396,601,37.64,29.6,-34.22,509700,9999999,509850,509900,0.41,8.586,860
509700,459396,601,44.42,23.76,-22.46,509700,9999999,509900,509950,0.56,6.08,860
509700,459396,601,90.39,20.37,-20.16,509700,9999999,509950,510000,1.09,8.248,860
509700,459396,601,106.9,17.13,-68.58,509700,9999999,510000,510050,5.13,6.967,860
509700,459396,601,173.72,17.87,21.74,509700,9999999,510050,510100,4.15,8.492,860
509700,459396,601,159.72,16.78,-35.85,509700,9999999,510100,510150,1.11,6.073,860
509700,459396,601,95.54,12.31,20.92,509700,9999999,510150,510200,2.73,2.906,860
509700,459396,601,64.19,9.44,-25.31,509700,9999999,510200,510250,3.29,1.597,860
509750,459395,602,213.96,23.33,24.2,509750,9999999,509800,509850,0.08,320.095,940
509750,459395,602,85.82,26.73,-23.13,509750,9999999,509850,509900,0.42,42.796,940
509750,459395,602,61.83,27.85,-45.85,509750,9999999,509900,509950,1.49,15.418,940
509750,459395,602,81.73,24.32,10.42,509750,9999999,509950,510000,0.37,12.228,940
509750,459395,602,105.69,20.34,-28.49,509750,9999999,510000,510050,0.53,10.541,940
509750,459395,602,166.9,19.81,-45.48,509750,9999999,510050,510100,0.95,11.89,940
509750,459395,602,154.82,17.93,9.33,509750,9999999,510100,510150,1.23,8.272,940
509750,459395,602,96.49,17.09,0.41,509750,9999999,510150,510200,0.69,4.01,940
509750,459395,602,213.5,23.41,25.39,509750,9999999,509800,509850,0.12,319.409,940
509750,459395,602,85.59,26.84,-30.49,509750,9999999,509850,509900,0.18,42.68,940
509750,459395,602,61.73,27.09,-42.55,509750,9999999,509900,509950,0.21,15.393,940
509750,459395,602,81.58,24.54,12.45,509750,9999999,509950,510000,0.25,12.205,940
509750,459395,602,105.48,21.1,-33.07,509750,9999999,510000,510050,0.56,10.52,940
509750,459395,602,166.42,19.76,-37.6,509750,9999999,510050,510100,0.61,11.856,940
509750,459395,602,154.61,17.96,4.91,509750,9999999,510100,510150,2.16,8.261,940
509750,459395,602,96.2,14.57,4.37,509750,9999999,510150,510200,3.79,3.998,940
509750,459395,602,70.61,16.86,-18.96,509750,9999999,510200,510250,2.42,2.347,940
509750,459395,602,19.75,1.81,-41.98,509750,9999999,510250,510300,7.56,0.537,940
509799,459398,602,118.7,26.65,0.13,509800,9999999,509850,509900,0.19,89.736,475
509799,459398,602,70.08,27.68,36.73,509800,9999999,509900,509950,0.12,17.659,475
509799,459398,602,96.88,26.37,-99.19,509800,9999999,509950,510000,0.64,12.206,475
509799,459398,602,106.24,22.85,-26.53,509800,9999999,510000,510050,2.07,8.032,475
509799,459398,602,177.4,21.47,-24.61,509800,9999999,510050,510100,1.71,8.941,475
509799,459398,602,165.34,18.97,-4.99,509800,9999999,510100,510150,0.46,5.952,475
509799,459398,602,111.35,18.64,47.86,509800,9999999,510150,510200,1.69,3.006,475
509799,459398,602,73.95,16.47,-106.09,509800,9999999,510200,510250,2.68,1.553,475
509799,459398,602,33.89,15.91,59.2,509800,9999999,510250,510300,10.36,0.569,475
509799,459398,602,118.1,26.57,-2.98,509800,9999999,509850,509900,0.16,89.286,475
509799,459398,602,69.72,27.68,39.24,509800,9999999,509900,509950,0.16,17.569,475
509799,459398,602,96.37,26.22,-104.87,509800,9999999,509950,510000,0.74,12.143,475
509799,459398,602,105.65,23.2,-28.82,509800,9999999,510000,510050,2.02,7.987,475
509799,459398,602,176.62,20.21,-19.62,509800,9999999,510050,510100,1.2,8.902,475
509799,459398,602,164.34,19.57,-3.68,509800,9999999,510100,510150,1.28,5.916,475
509799,459398,602,110.96,21.73,51.87,509800,9999999,510150,510200,6.35,2.996,475
509799,459398,602,73.63,16.07,-111.41,509800,9999999,510200,510250,10.31,1.546,475
509799,459398,602,33.78,3.19,58.57,509800,9999999,510250,510300,18.6,0.568,475
509799,459398,602,117.83,26.57,-5.9,509800,9999999,509850,509900,0.17,89.077,475
509799,459398,602,69.56,27.49,41.14,509800,9999999,509900,509950,0.12,17.528,475
509799,459398,602,96.1,25.94,-108.56,509800,9999999,509950,510000,0.56,12.108,475
509799,459398,602,105.45,24.7,-30.93,509800,9999999,510000,510050,1.42,7.972,475
509799,459398,602,176.3,20.75,-16.36,509800,9999999,510050,510100,1.3,8.885,475
509799,459398,602,164.05,18.16,-2.51,509800,9999999,510100,510150,1.77,5.906,475
509799,459398,602,110.82,20.94,55.65,509800,9999999,510150,510200,5.88,2.992,475
509799,459398,602,72.86,14.48,-116.14,509800,9999999,510200,510250,9.44,1.53,475
509799,459398,602,33.61,6.14,57.63,509800,9999999,510250,510300,8.2,0.565,475
509850,459400,600,65.52,28.97,32.32,509850,9999999,509900,509950,0.08,76.125,730
509850,459400,600,89.62,28.54,-88.47,509850,9999999,509950,510000,0.16,34.706,730
509850,459400,600,105.16,25.14,-56.23,509850,9999999,510000,510050,0.25,20.362,730
509850,459400,600,137.9,22.74,-13.81,509850,9999999,510050,510100,0.3,16.022,730
509850,459400,600,175.71,21.44,9.83,509850,9999999,510100,510150,0.32,13.61,730
509850,459400,600,111.22,20.93,30.14,509850,9999999,510150,510200,0.85,6.153,730
509850,459400,600,78.31,19.34,-74.65,509850,9999999,510200,510250,1.74,3.25,730
509850,459400,600,37.09,12.98,-0.93,509850,9999999,510250,510300,4.52,1.197,730
509850,459400,600,22.61,5.91,36.98,509850,9999999,510300,510350,6.51,0.584,730
509850,459400,600,65.52,28.78,33.96,509850,9999999,509900,509950,0.34,76.125,730
509850,459400,600,89.73,28.81,-90.0,509850,9999999,509950,510000,0.58,34.75,730
509850,459400,600,105.24,25.09,-59.08,509850,9999999,510000,510050,0.48,20.379,730
509850,459400,600,137.94,22.47,-10.53,509850,9999999,510050,510100,0.22,16.026,730
509850,459400,600,175.81,21.54,8.06,509850,9999999,510100,510150,0.37,13.618,730
509850,459400,600,111.26,20.51,33.87,509850,9999999,510150,510200,0.89,6.155,730
509850,459400,600,78.31,21.39,-73.04,509850,9999999,510200,510250,3.26,3.25,730
509850,459400,600,37.12,9.37,-9.41,509850,9999999,510250,510300,8.93,1.198,730
509850,459400,600,22.72,5.29,42.98,509850,9999999,510300,510350,9.73,0.587,730
509850,459400,600,65.57,28.98,35.19,509850,9999999,509900,509950,0.07,76.182,730
509850,459400,600,89.69,28.36,-91.05,509850,9999999,509950,510000,0.18,34.735,730
509850,459400,600,105.25,25.36,-60.82,509850,9999999,510000,510050,0.19,20.381,730
509850,459400,600,137.94,22.58,-8.66,509850,9999999,510050,510100,0.27,16.027,730
509850,459400,600,175.93,21.53,6.57,509850,9999999,510100,510150,0.17,13.627,730
509850,459400,600,111.34,21.17,36.34,509850,9999999,510150,510200,1.13,6.16,730
509850,459400,600,77.95,19.19,-71.04,509850,9999999,510200,510250,2.84,3.234,730
509850,459400,600,37.59,14.98,-15.87,509850,9999999,510250,510300,4.25,1.213,730
509850,459400,600,22.46,7.85,47.77,509850,9999999,510300,510350,4.48,0.58,730
509899,459397,599,173.97,22.48,-16.51,509900,9999999,509950,510000,0.14,163.363,590
509899,459397,599,158.2,19.6,-62.1,509900,9999999,510000,510050,0.42,49.516,590
509899,459397,599,208.57,18.97,-27.93,509900,9999999,510050,510100,0.64,32.642,590
509899,459397,599,181.46,20.02,-11.77,509900,9999999,510100,510150,1.78,17.04,590
509899,459397,599,157.74,17.26,27.82,509900,9999999,510150,510200,3.2,9.875,590
509899,459397,599,96.26,16.6,-58.95,509900,9999999,510200,510250,4.74,4.304,590
509899,459397,599,50.37,19.2,35.96,509900,9999999,510250,510300,9.99,1.689,590
509899,459397,599,40.23,10.9,-11.3,509900,9999999,510300,510350,4.66,1.049,590
509899,459397,599,30.9,16.44,-18.97,509900,9999999,510350,510400,4.22,0.645,590
509899,459397,599,173.26,22.48,-19.29,509900,9999999,509950,510000,0.07,162.689,590
509899,459397,599,157.57,19.75,-64.26,509900,9999999,510000,510050,0.12,49.32,590
509899,459397,599,207.71,18.86,-21.9,509900,9999999,510050,510100,0.18,32.508,590
509899,459397,599,180.63,19.06,-16.28,509900,9999999,510100,510150,0.3,16.961,590
509899,459397,599,157.36,18.2,30.33,509900,9999999,510150,510200,0.41,9.851,590
509899,459397,599,96.29,20.77,-55.74,509900,9999999,510200,510250,2.87,4.305,590
509899,459397,599,49.83,11.65,27.11,509900,9999999,510250,510300,7.22,1.671,590
509899,459397,599,40.3,9.4,-7.6,509900,9999999,510300,510350,2.05,1.051,590
509899,459397,599,30.49,10.87,-18.39,509900,9999999,510350,510400,7.82,0.636,590
509899,459397,599,172.87,22.44,-22.3,509900,9999999,509950,510000,0.09,162.325,590
509899,459397,599,157.2,19.46,-65.46,509900,9999999,510000,510050,0.5,49.204,590
509899,459397,599,207.25,18.88,-17.67,509900,9999999,510050,510100,0.21,32.435,590
509899,459397,599,180.23,18.91,-19.37,509900,9999999,510100,510150,0.41,16.924,590
509899,459397,599,157.01,19.14,31.96,509900,9999999,510150,510200,0.6,9.829,590
509899,459397,599,95.99,18.3,-53.12,509900,9999999,510200,510250,0.52,4.292,590
509899,459397,599,49.91,14.91,22.12,509900,9999999,510250,510300,5.4,1.674,590
509899,459397,599,39.93,12.27,-6.29,509900,9999999,510300,510350,7.32,1.042,590
509899,459397,599,30.49,9.81,-18.32,509900,9999999,510350,510400,5.77,0.636,590
509899,459397,599,9.55,21.08,-41.79,509900,9999999,510400,510450,12.25,0.163,590
509950,459399,606,846.93,19.16,-13.65,509950,9999999,510000,510050,0.08,1051.389,780
509950,459399,606,936.15,15.16,-62.53,509950,9999999,510050,510100,0.06,387.383,780
509950,459399,606,746.76,14.47,-26.19,509950,9999999,510100,510150,0.12,154.505,780
509950,459399,606,492.12,14.79,27.73,509950,9999999,510150,510200,0.33,61.092,780
509950,459399,606,421.74,14.0,-43.6,509950,9999999,510200,510250,0.47,34.903,780
509950,459399,606,183.59,11.86,15.17,509950,9999999,510250,510300,0.21,10.853,780
509950,459399,606,187.83,12.07,11.96,509950,9999999,510300,510350,0.42,8.328,780
509950,459399,606,203.78,13.27,-29.77,509950,9999999,510350,510400,1.96,7.027,780
509950,459399,606,167.61,19.71,-1.48,509950,9999999,510400,510450,2.76,4.624,780
509950,459399,606,114.92,13.27,-60.27,509950,9999999,510450,510500,1.02,2.594,780
509950,459399,606,848.14,19.2,-15.23,509950,9999999,510000,510050,0.02,1052.885,780
509950,459399,606,937.47,15.18,-56.47,509950,9999999,510050,510100,0.02,387.928,780
509950,459399,606,747.89,14.52,-24.59,509950,9999999,510100,510150,0.03,154.739,780
509950,459399,606,492.75,14.82,24.57,509950,9999999,510150,510200,0.17,61.171,780
509950,459399,606,422.29,13.78,-41.62,509950,9999999,510200,510250,0.28,34.949,780
509950,459399,606,183.78,11.86,12.89,509950,9999999,510250,510300,0.4,10.864,780
509950,459399,606,188.02,12.11,14.34,509950,9999999,510300,510350,0.2,8.336,780
509950,459399,606,204.08,13.96,-30.71,509950,9999999,510350,510400,0.61,7.037,780
509950,459399,606,168.51,17.59,-2.41,509950,9999999,510400,510450,0.73,4.649,780
509950,459399,606,113.99,12.91,-58.66,509950,9999999,510450,510500,0.94,2.573,780
510000,459398,610,1414.09,17.59,-19.34,510000,9999999,510050,510100,0.07,1080.284,480
510000,459398,610,1297.54,15.34,-17.35,510000,9999999,510100,510150,0.07,330.416,480
510000,459398,610,888.07,14.63,33.22,510000,9999999,510150,510200,0.06,113.073,480
510000,459398,610,529.26,14.1,-111.67,510000,9999999,510200,510250,0.58,40.432,480
510000,459398,610,409.59,12.08,32.47,510000,9999999,510250,510300,0.98,20.86,480
510000,459398,610,360.01,12.34,30.98,510000,9999999,510300,510350,0.59,13.096,480
510000,459398,610,415.62,14.04,1.5,510000,9999999,510350,510400,0.53,11.34,480
510000,459398,610,356.71,15.63,-40.84,510000,9999999,510400,510450,6.09,7.57,480
510000,459398,610,257.88,19.72,22.6,510000,9999999,510450,510500,11.83,4.378,480
510000,459398,610,1413.33,17.61,-13.69,510000,9999999,510050,510100,0.05,1079.703,480
510000,459398,610,1296.85,15.36,-15.97,510000,9999999,510100,510150,0.05,330.24,480
510000,459398,610,887.58,14.64,34.5,510000,9999999,510150,510200,0.03,113.01,480
510000,459398,610,529.16,14.29,-113.16,510000,9999999,510200,510250,0.14,40.425,480
510000,459398,610,409.14,11.82,27.97,510000,9999999,510250,510300,0.38,20.837,480
510000,459398,610,359.77,11.94,38.0,510000,9999999,510300,510350,0.19,13.088,480
510000,459398,610,415.45,14.41,-2.66,510000,9999999,510350,510400,0.22,11.335,480
510000,459398,610,358.02,16.39,-42.65,510000,9999999,510400,510450,0.31,7.597,480
510000,459398,610,256.14,24.22,24.84,510000,9999999,510450,510500,8.89,4.348,480
510000,459398,610,1413.57,17.58,-10.05,510000,9999999,510050,510100,0.02,1079.891,480
510000,459398,610,1297.07,15.32,-15.02,510000,9999999,510100,510150,0.03,330.295,480
510000,459398,610,887.7,14.62,35.13,510000,9999999,510150,510200,0.03,113.025,480
510000,459398,610,529.22,14.28,-113.9,510000,9999999,510200,510250,0.04,40.43,480
510000,459398,610,409.22,11.82,25.57,510000,9999999,510250,510300,0.2,20.841,480
510000,459398,610,359.88,12.11,41.99,510000,9999999,510300,510350,0.15,13.092,480
510000,459398,610,415.59,14.33,-4.89,510000,9999999,510350,510400,0.28,11.339,480
510000,459398,610,358.06,16.32,-43.5,510000,9999999,510400,510450,0.55,7.598,480
510000,459398,610,255.8,17.15,26.02,510000,9999999,510450,510500,1.84,4.343,480
510000,459398,610,86.99,12.95,-65.28,510000,9999999,510500,510550,8.75,1.208,480
510000,459398,610,1414.34,17.51,-8.53,510000,9999999,510050,510100,0.0,1080.474,480
510000,459398,610,1297.75,15.28,-14.36,510000,9999999,510100,510150,0.02,330.47,480
510000,459398,610,888.19,14.6,35.41,510000,9999999,510150,510200,0.02,113.087,480
510000,459398,610,529.47,14.08,-114.34,510000,9999999,510200,510250,0.14,40.448,480
510000,459398,610,409.52,12.02,24.11,510000,9999999,510250,510300,0.32,20.857,480
510000,459398,610,360.03,12.32,44.4,510000,9999999,510300,510350,0.17,13.097,480
510000,459398,610,415.66,14.31,-5.98,510000,9999999,510350,510400,0.24,11.341,480
510000,459398,610,358.47,16.19,-44.28,510000,9999999,510400,510450,0.42,7.607,480
510000,459398,610,256.33,18.88,26.77,510000,9999999,510450,510500,1.38,4.352,480
510000,459398,610,86.85,8.17,-65.41,510000,9999999,510500,510550,7.71,1.206,480
510050,459398,608,2087.23,18.63,-6.07,510050,9999999,510100,510150,0.07,1295.555,390
510050,459398,608,1391.65,16.6,16.11,510050,9999999,510150,510200,0.05,287.935,390
510050,459398,608,927.35,15.55,-44.29,510050,9999999,510200,510250,0.22,95.935,390
510050,459398,608,456.01,12.47,-48.07,510050,9999999,510250,510300,1.02,28.305,390
510050,459398,608,634.31,13.08,65.06,510050,9999999,510300,510350,0.35,26.248,390
510050,459398,608,717.15,15.53,-27.06,510050,9999999,510350,510400,0.14,21.197,390
510050,459398,608,636.18,17.18,-15.55,510050,9999999,510400,510450,0.21,14.103,390
510050,459398,608,457.29,18.11,-43.56,510050,9999999,510450,510500,0.76,7.884,390
510050,459398,608,2089.57,18.68,-4.34,510050,9999999,510100,510150,0.06,1297.008,390
510050,459398,608,1393.2,16.65,15.89,510050,9999999,510150,510200,0.05,288.255,390
510050,459398,608,928.33,15.53,-42.17,510050,9999999,510200,510250,0.05,96.037,390
510050,459398,608,456.6,12.75,-58.44,510050,9999999,510250,510300,0.2,28.341,390
510050,459398,608,635.07,13.33,72.91,510050,9999999,510300,510350,0.3,26.279,390
510050,459398,608,717.73,15.42,-26.44,510050,9999999,510350,510400,0.35,21.214,390
510050,459398,608,636.74,17.35,-14.71,510050,9999999,510400,510450,0.16,14.115,390
510050,459398,608,458.17,16.53,-45.93,510050,9999999,510450,510500,1.78,7.9,390
510050,459398,608,2091.64,18.67,-4.18,510050,9999999,510100,510150,0.01,1298.287,390
510050,459398,608,1394.57,16.64,15.44,510050,9999999,510150,510200,0.0,288.539,390
510050,459398,608,929.29,15.52,-41.39,510050,9999999,510200,510250,0.02,96.135,390
510050,459398,608,457.04,12.73,-62.06,510050,9999999,510250,510300,0.14,28.368,390
510050,459398,608,635.59,13.0,75.58,510050,9999999,510300,510350,0.3,26.301,390
510050,459398,608,718.8,15.79,-26.21,510050,9999999,510350,510400,0.2,21.246,390
510050,459398,608,637.21,17.47,-14.1,510050,9999999,510400,510450,0.22,14.126,390
510050,459398,608,458.75,17.09,-47.22,510050,9999999,510450,510500,0.76,7.91,390
510050,459398,608,167.86,23.64,11.94,510050,9999999,510500,510550,8.96,2.315,390
510100,459398,604,1727.09,16.94,-26.65,510100,9999999,510150,510200,0.0,1649.252,600
510100,459398,604,1171.65,15.61,-4.45,510100,9999999,510200,510250,0.01,372.947,600
510100,459398,604,716.68,12.91,-26.61,510100,9999999,510250,510300,0.12,114.063,600
510100,459398,604,683.96,13.03,25.91,510100,9999999,510300,510350,0.22,65.314,600
510100,459398,604,1157.85,15.66,-15.27,510100,9999999,510350,510400,0.05,73.711,600
510100,459398,604,1006.68,17.76,-15.72,510100,9999999,510400,510450,0.06,45.777,600
510100,459398,604,737.41,18.52,-30.35,510100,9999999,510450,510500,0.28,25.149,600
510100,459398,604,244.97,20.42,10.31,510100,9999999,510500,510550,0.57,6.498,600
510100,459398,604,1723.14,16.92,-24.42,510100,9999999,510150,510200,0.06,1645.475,600
510100,459398,604,1169.0,15.59,-5.24,510100,9999999,510200,510250,0.05,372.103,600
510100,459398,604,715.06,12.84,-32.9,510100,9999999,510250,510300,0.13,113.805,600
510100,459398,604,682.35,13.16,29.61,510100,9999999,510300,510350,0.24,65.16,600
510100,459398,604,1155.03,15.71,-13.32,510100,9999999,510350,510400,0.08,73.532,600
510100,459398,604,1004.44,17.7,-15.05,510100,9999999,510400,510450,0.12,45.675,600
510100,459398,604,735.75,18.28,-38.07,510100,9999999,510450,510500,0.14,25.092,600
510100,459398,604,243.87,16.04,16.07,510100,9999999,510500,510550,1.04,6.469,600
510150,459400,603,1142.32,16.92,-68.09,510150,9999999,510200,510250,0.01,1163.562,640
510150,459400,603,736.31,13.44,36.81,510150,9999999,510250,510300,0.02,250.001,640
510150,459400,603,911.78,13.82,-9.78,510150,9999999,510300,510350,0.05,154.788,640
510150,459400,603,1045.94,16.22,-43.22,510150,9999999,510350,510400,0.08,106.538,640
510150,459400,603,1393.8,17.87,2.22,510150,9999999,510400,510450,0.07,94.647,640
510150,459400,603,1141.52,16.89,-68.38,510150,9999999,510200,510250,0.03,1162.748,640
510150,459400,603,735.85,13.48,37.8,510150,9999999,510250,510300,0.03,249.844,640
510150,459400,603,911.15,13.88,-8.46,510150,9999999,510300,510350,0.01,154.682,640
510150,459400,603,1045.18,16.09,-47.15,510150,9999999,510350,510400,0.04,106.462,640
510150,459400,603,1392.88,17.94,4.12,510150,9999999,510400,510450,0.05,94.585,640
510150,459400,603,901.09,18.7,-41.27,510150,9999999,510450,510500,0.22,43.707,640
510150,459400,603,332.49,16.88,19.0,510150,9999999,510500,510550,0.44,12.095,640
510200,459398,600,643.39,14.56,44.49,510200,9999999,510250,510300,0.03,614.39,600
510200,459398,600,809.58,13.92,-25.83,510200,9999999,510300,510350,0.03,257.696,600
510200,459398,600,1142.31,16.25,-26.04,510200,9999999,510350,510400,0.04,181.804,600
510200,459398,600,1158.62,18.22,-30.05,510200,9999999,510400,510450,0.38,110.64,600
510200,459398,600,1094.75,18.97,-16.88,510200,9999999,510450,510500,0.56,69.694,600
510200,459398,600,341.06,16.81,0.7,510200,9999999,510500,510550,0.23,15.509,600
510250,459399,602,1340.86,16.48,-20.51,510250,9999999,510300,510350,0.01,853.617,400
510250,459399,602,1793.9,15.58,-24.69,510250,9999999,510350,510400,0.01,380.677,400
510250,459399,602,1998.11,17.6,-40.45,510250,9999999,510400,510450,0.01,212.006,400
510250,459399,602,2026.85,18.15,-14.09,510250,9999999,510450,510500,0.04,129.033,400
