x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
510872,459059,578,356.97,9.3,-64.89,510871,9999999,511271,511321,0.45,11.284,715
510872,459059,578,487.96,11.51,2.45,510871,9999999,511321,511371,0.19,12.34,715
510872,459059,578,403.77,14.94,15.23,510871,9999999,511371,511421,1.77,8.354,715
510872,459059,578,1001.32,13.45,-22.45,510871,9999999,510921,510971,0.05,1139.46,715
510872,459059,578,687.9,8.46,-40.9,510871,9999999,510971,511021,0.07,260.935,715
510872,459059,578,813.63,9.84,21.7,510871,9999999,511021,511071,0.06,154.313,715
510872,459059,578,507.28,13.98,-11.14,510871,9999999,511071,511121,0.17,57.726,715
510872,459059,578,478.64,13.53,37.67,510871,9999999,511121,511171,0.32,36.311,715
510872,459059,578,730.4,18.66,-23.17,510871,9999999,511171,511221,0.4,39.579,715
510872,459059,578,641.14,17.14,54.52,510871,9999999,511221,511271,0.29,26.057,715
510872,459059,578,356.67,9.54,-68.34,510871,9999999,511271,511321,0.91,11.274,715
510872,459059,578,486.44,10.76,2.38,510871,9999999,511321,511371,0.94,12.301,715
510872,459059,578,402.57,12.58,13.54,510871,9999999,511371,511421,1.65,8.329,715
510921,459063,579,471.11,1.33,124.64,510921,9999999,510971,511021,7.88,374.899,500
510921,459063,579,1302.75,20.68,-110.21,510921,9999999,511021,511071,8.32,345.564,500
510921,459063,579,759.58,13.8,-32.04,510921,9999999,511071,511121,0.14,100.742,500
510921,459063,579,562.09,13.6,17.56,510921,9999999,511121,511171,0.1,44.729,500
510921,459063,579,849.56,18.36,-16.57,510921,9999999,511171,511221,0.39,45.071,500
510921,459063,579,788.8,17.17,58.64,510921,9999999,511221,511271,0.3,29.891,500
510921,459063,579,568.57,11.25,-90.06,510921,9999999,511271,511321,0.29,16.159,500
510921,459063,579,702.45,13.06,17.11,510921,9999999,511321,511371,0.34,15.528,500
510921,459063,579,756.39,14.36,-19.77,510921,9999999,511371,511421,0.32,13.376,500
510921,459063,579,849.8,16.94,28.89,510921,9999999,511421,511471,0.79,12.295,500
510921,459063,579,616.1,11.02,-9.3,510921,9999999,510971,511021,0.02,490.276,500
510921,459063,579,872.9,9.63,22.17,510921,9999999,511021,511071,0.02,231.543,500
510921,459063,579,760.96,13.65,-29.81,510921,9999999,511071,511121,0.08,100.925,500
510921,459063,579,563.16,13.37,16.72,510921,9999999,511121,511171,0.11,44.815,500
510921,459063,579,851.43,18.07,-16.44,510921,9999999,511171,511221,0.22,45.17,500
510921,459063,579,790.21,16.82,58.79,510921,9999999,511221,511271,0.32,29.944,500
510921,459063,579,569.72,11.12,-89.26,510921,9999999,511271,511321,0.67,16.192,500
510921,459063,579,703.66,12.43,16.49,510921,9999999,511321,511371,0.6,15.554,500
510921,459063,579,758.33,13.97,-22.43,510921,9999999,511371,511421,0.44,13.41,500
510921,459063,579,849.8,16.14,29.2,510921,9999999,511421,511471,1.79,12.295,500
510969,459060,579,577.51,11.76,71.81,510971,9999999,511021,511071,0.07,367.651,400
510969,459060,579,470.09,13.86,-78.94,510971,9999999,511071,511121,0.09,99.755,400
510969,459060,579,448.65,13.49,45.11,510971,9999999,511121,511171,0.09,47.603,400
510969,459060,579,697.78,18.35,-33.0,510971,9999999,511171,511221,0.16,44.422,400
510969,459060,579,689.14,16.89,20.86,510971,9999999,511221,511271,0.58,29.248,400
510969,459060,579,529.55,12.06,-28.87,510971,9999999,511271,511321,0.38,16.054,400
510969,459060,579,682.82,13.66,16.79,510971,9999999,511321,511371,0.53,15.525,400
510969,459060,579,692.03,14.41,-6.57,510971,9999999,511371,511421,0.56,12.238,400
510969,459060,579,952.3,15.7,31.61,510971,9999999,511421,511471,0.67,13.472,400
510969,459060,579,609.27,21.04,-104.06,510971,9999999,511471,511521,1.16,7.052,400
511018,459062,580,362.97,19.91,-48.96,511021,9999999,511071,511121,0.08,277.292,480
511018,459062,580,306.66,13.25,29.53,511021,9999999,511121,511171,0.07,78.089,480
511018,459062,580,503.01,18.08,-21.15,511021,9999999,511171,511221,0.08,64.046,480
511018,459062,580,539.37,16.78,33.27,511021,9999999,511221,511271,0.21,41.205,480
511018,459062,580,457.03,11.32,-54.26,511021,9999999,511271,511321,0.44,23.277,480
511018,459062,580,571.94,13.28,38.9,511021,9999999,511321,511371,0.34,20.806,480
511018,459062,580,648.16,13.9,-37.57,511021,9999999,511371,511421,0.57,17.684,480
511018,459062,580,835.33,16.08,42.7,511021,9999999,511421,511471,1.06,17.726,480
511018,459062,580,673.97,16.92,-80.82,511021,9999999,511471,511521,1.73,11.442,480
511018,459062,580,1012.5,16.39,22.4,511021,9999999,511521,511571,1.15,14.064,480
511018,459062,580,363.34,19.83,-49.66,511021,9999999,511071,511121,0.06,277.57,480
511018,459062,580,306.96,13.24,31.71,511021,9999999,511121,511171,0.04,78.167,480
511018,459062,580,503.47,17.99,-20.37,511021,9999999,511171,511221,0.15,64.104,480
511018,459062,580,539.81,16.67,30.41,511021,9999999,511221,511271,0.19,41.238,480
511018,459062,580,458.01,11.49,-57.13,511021,9999999,511271,511321,2.04,23.326,480
511018,459062,580,571.07,12.81,41.92,511021,9999999,511321,511371,2.24,20.775,480
511018,459062,580,648.58,13.57,-35.77,511021,9999999,511371,511421,0.59,17.696,480
511018,459062,580,835.46,15.08,43.62,511021,9999999,511421,511471,0.63,17.729,480
511018,459062,580,674.47,17.02,-85.53,511021,9999999,511471,511521,0.35,11.45,480
511018,459062,580,1010.92,15.71,26.04,511021,9999999,511521,511571,1.34,14.042,480
511073,459060,579,339.63,15.63,27.97,511071,9999999,511121,511171,0.02,227.029,420
511073,459060,579,391.31,17.73,-39.53,511071,9999999,511171,511221,0.12,87.191,420
511073,459060,579,466.56,16.56,29.21,511071,9999999,511221,511271,0.21,51.979,420
511073,459060,579,367.48,11.84,-59.93,511071,9999999,511271,511321,0.3,24.564,420
511073,459060,579,530.05,13.52,26.59,511071,9999999,511321,511371,0.29,23.621,420
511073,459060,579,567.76,14.2,-13.05,511071,9999999,511371,511421,0.51,18.072,420
511073,459060,579,788.46,14.98,27.45,511071,9999999,511421,511471,1.09,18.823,420
511073,459060,579,683.02,16.83,-38.51,511071,9999999,511471,511521,2.04,12.682,420
511073,459060,579,1072.48,16.81,-4.0,511071,9999999,511521,511571,1.75,15.931,420
511073,459060,579,339.21,15.56,29.77,511071,9999999,511121,511171,0.01,226.748,420
511073,459060,579,390.86,17.65,-39.87,511071,9999999,511171,511221,0.08,87.09,420
511073,459060,579,466.16,16.4,30.52,511071,9999999,511221,511271,0.1,51.934,420
511073,459060,579,367.26,11.5,-61.18,511071,9999999,511271,511321,0.5,24.549,420
511073,459060,579,529.56,13.74,25.95,511071,9999999,511321,511371,0.5,23.599,420
511073,459060,579,567.55,13.49,-13.32,511071,9999999,511371,511421,0.22,18.066,420
511073,459060,579,789.73,15.46,26.5,511071,9999999,511421,511471,0.86,18.853,420
511073,459060,579,682.79,15.5,-36.46,511071,9999999,511471,511521,0.66,12.678,420
511073,459060,579,1072.39,15.62,-3.94,511071,9999999,511521,511571,0.33,15.93,420
511120,459058,578,275.34,17.07,39.93,511121,9999999,511171,511221,0.04,225.686,515
511120,459058,578,335.61,16.24,-23.48,511121,9999999,511221,511271,0.06,91.693,515
511120,459058,578,300.08,12.37,-74.04,511121,9999999,511271,511321,0.13,40.993,515
511120,459058,578,434.82,13.85,25.42,511121,9999999,511321,511371,0.43,35.64,515
511120,459058,578,467.05,14.56,-2.67,511121,9999999,511371,511421,1.05,25.521,515
511120,459058,578,736.73,15.86,12.27,511121,9999999,511421,511471,0.58,28.755,515
511120,459058,578,597.6,14.7,-55.56,511121,9999999,511471,511521,1.56,17.494,515
511120,459058,578,1057.15,17.18,32.52,511121,9999999,511521,511571,1.29,24.069,515
511120,459058,578,275.47,17.14,40.81,511121,9999999,511171,511221,0.05,225.79,515
511120,459058,578,335.79,16.27,-25.03,511121,9999999,511221,511271,0.04,91.743,515
511120,459058,578,300.24,12.19,-74.14,511121,9999999,511271,511321,0.34,41.015,515
511120,459058,578,435.33,14.54,26.81,511121,9999999,511321,511371,0.35,35.682,515
511120,459058,578,467.26,14.5,-8.12,511121,9999999,511371,511421,0.52,25.532,515
511120,459058,578,737.51,15.69,16.02,511121,9999999,511421,511471,0.72,28.786,515
511120,459058,578,600.4,18.54,-56.95,511121,9999999,511471,511521,2.28,17.576,515
511120,459058,578,1055.56,15.36,36.04,511121,9999999,511521,511571,1.37,24.033,515
511170,459060,578,338.64,12.72,-1.38,511171,9999999,511221,511271,0.02,256.01,475
511170,459060,578,278.45,10.02,-58.87,511171,9999999,511271,511321,0.07,70.168,475
511170,459060,578,395.84,13.0,15.96,511171,9999999,511321,511371,0.11,49.875,475
511170,459060,578,417.57,13.24,-5.68,511171,9999999,511371,511421,0.45,31.568,475
511170,459060,578,694.62,14.43,10.57,511171,9999999,511421,511471,0.43,35.008,475
511170,459060,578,583.44,16.16,-56.57,511171,9999999,511471,511521,0.53,21.004,475
511170,459060,578,337.84,12.76,-4.5,511171,9999999,511221,511271,0.05,255.406,475
511170,459060,578,277.8,10.09,-59.78,511171,9999999,511271,511321,0.12,70.004,475
511170,459060,578,394.95,13.03,17.86,511171,9999999,511321,511371,0.09,49.762,475
511170,459060,578,416.58,13.35,-9.08,511171,9999999,511371,511421,0.32,31.493,475
511170,459060,578,693.07,14.75,13.08,511171,9999999,511421,511471,0.35,34.93,475
511170,459060,578,581.69,16.02,-56.52,511171,9999999,511471,511521,0.92,20.941,475
511170,459060,578,991.19,15.03,-9.99,511171,9999999,511521,511571,0.63,26.762,475
511221,459060,577,325.02,10.69,-70.31,511221,9999999,511271,511321,0.07,325.888,630
511221,459060,577,519.65,13.45,23.06,511221,9999999,511321,511371,0.04,173.68,630
511221,459060,577,528.46,13.51,12.63,511221,9999999,511371,511421,0.16,88.313,630
511221,459060,577,923.65,13.93,-11.32,511221,9999999,511421,511471,0.11,92.612,630
511221,459060,577,796.82,15.14,-56.23,511221,9999999,511471,511521,0.24,53.264,630
511221,459060,577,1302.66,14.59,1.11,511221,9999999,511521,511571,0.19,62.197,630
511270,459061,573,378.52,12.41,24.57,511271,9999999,511321,511371,0.08,367.488,610
511270,459061,573,838.05,14.06,-57.0,511271,9999999,511471,511521,0.11,81.362,610
511270,459061,573,1396.94,13.5,3.24,511271,9999999,511521,511571,0.07,90.414,610
511270,459061,573,377.74,12.5,23.97,511271,9999999,511321,511371,0.04,366.725,610
511270,459061,573,454.99,12.3,8.84,511271,9999999,511371,511421,0.1,147.242,610
511270,459061,573,900.54,13.17,-7.53,511271,9999999,511421,511471,0.13,145.714,610
511270,459061,573,836.36,14.01,-56.95,511271,9999999,511471,511521,0.16,81.198,610
511270,459061,573,1394.04,13.45,3.53,511271,9999999,511521,511571,0.11,90.226,610
511372,459061,573,328.86,11.0,-3.46,511321,9999999,511371,511421,0.1,225.062,430
511372,459061,573,816.02,11.73,2.02,511321,9999999,511421,511471,0.08,186.153,430
511372,459061,573,834.68,12.63,-56.58,511321,9999999,511471,511521,0.09,95.204,430
511372,459061,573,1443.63,12.02,4.49,511321,9999999,511521,511571,0.19,98.797,430
511372,459061,573,1009.18,9.83,5.61,511371,9999999,511421,511471,0.03,1035.97,645
511372,459061,573,1138.93,11.12,-56.06,511371,9999999,511471,511521,0.05,389.723,645
511372,459061,573,1811.38,11.06,5.66,511371,9999999,511521,511571,0.05,309.913,645
511420,459062,569,1105.07,7.99,-57.04,511421,9999999,511471,511521,0.04,932.146,530
511420,459062,569,2011.83,8.47,8.82,511421,9999999,511521,511571,0.02,565.674,530
511520,459059,564,1566.58,8.61,9.28,511471,9999999,511521,511571,0.03,1321.446,530
