x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
511133,458904,570,969.83,14.39,-5.35,458900,9999999,459300,459350,0.15,19.508,455
511133,458904,570,843.63,14.39,-27.68,458900,9999999,459350,459400,0.24,13.576,455
511133,458904,570,961.97,16.85,19.33,458900,9999999,459400,459450,0.61,12.666,455
511133,458904,570,167.42,13.47,-45.25,458900,9999999,458950,459000,0.36,121.238,455
511133,458904,570,410.78,13.02,51.58,458900,9999999,459000,459050,0.04,99.157,455
511133,458904,570,538.36,14.08,7.54,458900,9999999,459050,459100,0.07,64.976,455
511133,458904,570,767.78,17.93,-9.41,458900,9999999,459100,459150,0.03,55.599,455
511133,458904,570,660.39,16.75,-13.09,458900,9999999,459150,459200,0.07,31.881,455
511133,458904,570,910.48,13.01,1.39,458900,9999999,459200,459250,0.09,31.397,455
511133,458904,570,1091.62,11.85,9.16,458900,9999999,459250,459300,0.24,28.232,455
511133,458904,570,970.13,14.29,-6.92,458900,9999999,459300,459350,0.3,19.515,455
511133,458904,570,839.91,14.35,-27.42,458900,9999999,459350,459400,0.19,13.516,455
511133,458904,570,960.72,16.62,14.62,458900,9999999,459400,459450,0.21,12.649,455
511135,458951,569,569.56,18.89,-20.5,458950,9999999,459100,459150,0.27,83.095,550
511135,458951,569,524.14,17.98,12.65,458950,9999999,459150,459200,0.41,45.881,550
511135,458951,569,753.3,13.82,-4.01,458950,9999999,459200,459250,0.1,43.96,550
511135,458951,569,937.79,12.51,28.05,458950,9999999,459250,459300,0.21,39.09,550
511135,458951,569,863.24,15.17,-23.44,458950,9999999,459300,459350,0.16,26.987,550
511135,458951,569,749.04,14.89,-14.55,458950,9999999,459350,459400,0.44,18.213,550
511135,458951,569,881.71,17.34,-20.68,458950,9999999,459400,459450,0.24,17.151,550
511135,458951,569,927.83,17.44,82.78,458950,9999999,459450,459500,0.73,14.767,550
511135,458951,569,275.36,14.16,4.65,458950,9999999,459000,459050,0.07,241.037,550
511135,458951,569,410.42,14.93,26.59,458950,9999999,459050,459100,0.18,119.755,550
511135,458951,569,568.5,18.92,-21.0,458950,9999999,459100,459150,0.1,82.939,550
511135,458951,569,523.42,17.75,13.24,458950,9999999,459150,459200,0.14,45.818,550
511135,458951,569,751.93,13.86,-4.09,458950,9999999,459200,459250,0.18,43.88,550
511135,458951,569,936.3,12.34,28.3,458950,9999999,459250,459300,0.22,39.028,550
511135,458951,569,861.73,15.15,-22.62,458950,9999999,459300,459350,0.11,26.94,550
511135,458951,569,747.53,14.87,-16.82,458950,9999999,459350,459400,0.14,18.176,550
511135,458951,569,880.23,17.52,-19.55,458950,9999999,459400,459450,0.16,17.122,550
511135,458951,569,926.36,17.33,82.95,458950,9999999,459450,459500,0.39,14.744,550
511129,459001,572,323.84,14.52,26.98,459000,9999999,459050,459100,0.02,283.472,550
511129,459001,572,388.43,18.17,-20.33,459000,9999999,459100,459150,0.03,113.338,550
511129,459001,572,386.52,17.52,-9.54,459000,9999999,459150,459200,0.21,56.39,550
511129,459001,572,587.83,13.68,15.64,459000,9999999,459200,459250,0.22,51.456,550
511129,459001,572,769.5,12.3,16.58,459000,9999999,459250,459300,0.11,44.906,550
511129,459001,572,725.65,14.96,-50.32,459000,9999999,459300,459350,0.22,30.248,550
511129,459001,572,666.05,14.91,6.46,459000,9999999,459350,459400,0.16,20.822,550
511129,459001,572,787.42,17.88,3.72,459000,9999999,459400,459450,0.4,19.146,550
511129,459001,572,912.0,17.38,13.74,459000,9999999,459450,459500,1.09,17.74,550
511129,459001,572,1086.65,15.1,-14.19,459000,9999999,459500,459550,1.15,17.295,550
511129,459001,572,322.35,14.52,27.69,459000,9999999,459050,459100,0.02,282.172,550
511129,459001,572,386.72,18.17,-21.88,459000,9999999,459100,459150,0.06,112.838,550
511129,459001,572,384.76,17.51,-6.82,459000,9999999,459150,459200,0.09,56.133,550
511129,459001,572,585.33,13.68,14.24,459000,9999999,459200,459250,0.08,51.237,550
511129,459001,572,766.12,12.16,16.58,459000,9999999,459250,459300,0.24,44.708,550
511129,459001,572,722.47,15.21,-51.5,459000,9999999,459300,459350,0.37,30.115,550
511129,459001,572,663.02,15.02,7.58,459000,9999999,459350,459400,0.25,20.728,550
511129,459001,572,783.66,17.42,3.12,459000,9999999,459400,459450,0.26,19.055,550
511129,459001,572,908.13,17.12,13.95,459000,9999999,459450,459500,0.09,17.665,550
511129,459001,572,1082.93,16.75,-22.06,459000,9999999,459500,459550,0.58,17.235,550
511123,459050,575,224.97,18.42,20.2,459050,9999999,459100,459150,0.04,164.703,460
511123,459050,575,289.23,17.73,-36.59,459050,9999999,459150,459200,0.03,70.584,460
511123,459050,575,466.48,13.29,26.22,459050,9999999,459200,459250,0.05,56.92,460
511123,459050,575,607.56,11.92,12.38,459050,9999999,459250,459300,0.08,44.48,460
511123,459050,575,628.82,14.74,-35.29,459050,9999999,459300,459350,0.05,30.691,460
511123,459050,575,585.07,14.84,-1.62,459050,9999999,459350,459400,0.16,20.397,460
511123,459050,575,712.42,17.71,-17.89,459050,9999999,459400,459450,0.15,18.628,460
511123,459050,575,850.31,17.17,44.64,459050,9999999,459450,459500,0.2,17.292,460
511123,459050,575,1049.63,16.62,-67.96,459050,9999999,459500,459550,0.34,17.077,460
511123,459050,575,1342.67,18.05,21.55,459050,9999999,459550,459600,0.36,17.872,460
511126,459100,577,181.08,18.78,-2.26,459100,9999999,459150,459200,0.03,175.801,610
511126,459100,577,316.01,13.99,-15.19,459100,9999999,459200,459250,0.04,102.266,610
511126,459100,577,492.64,12.5,14.33,459100,9999999,459250,459300,0.03,79.712,610
511126,459100,577,497.79,14.88,-36.06,459100,9999999,459300,459350,0.06,48.328,610
511126,459100,577,497.54,15.17,-1.41,459100,9999999,459350,459400,0.09,32.202,610
511126,459100,577,625.58,18.19,10.74,459100,9999999,459400,459450,0.13,28.921,610
511126,459100,577,777.99,17.55,50.73,459100,9999999,459450,459500,0.17,26.975,610
511126,459100,577,975.14,17.28,-68.1,459100,9999999,459500,459550,0.14,26.297,610
511126,459100,577,1275.66,18.41,-12.44,459100,9999999,459550,459600,0.53,27.522,610
511126,459100,577,1524.89,16.92,67.54,459100,9999999,459600,459650,0.87,26.917,610
511124,459154,577,209.05,12.75,36.42,459150,9999999,459200,459250,0.1,202.956,610
511124,459154,577,367.29,12.31,33.0,459150,9999999,459250,459300,0.05,118.859,610
511124,459154,577,397.87,15.11,-34.4,459150,9999999,459300,459350,0.11,64.378,610
511124,459154,577,410.26,15.75,-18.33,459150,9999999,459350,459400,0.2,39.83,610
511124,459154,577,534.57,19.05,-8.06,459150,9999999,459400,459450,0.21,34.599,610
511124,459154,577,697.22,18.46,39.23,459150,9999999,459450,459500,0.12,32.233,610
511124,459154,577,894.32,18.26,-22.67,459150,9999999,459500,459550,0.53,31.009,610
511124,459154,577,1197.15,18.94,-29.99,459150,9999999,459550,459600,0.58,32.285,610
511124,459154,577,1747.46,17.83,53.81,459150,9999999,459600,459650,0.17,37.7,610
511124,459154,577,1320.24,15.63,76.1,459150,9999999,459650,459700,0.77,23.305,610
511124,459154,577,208.33,12.7,40.27,459150,9999999,459200,459250,0.03,202.259,610
511124,459154,577,366.05,12.29,33.14,459150,9999999,459250,459300,0.06,118.458,610
511124,459154,577,396.51,15.04,-35.2,459150,9999999,459300,459350,0.11,64.158,610
511124,459154,577,408.93,15.74,-17.84,459150,9999999,459350,459400,0.04,39.701,610
511124,459154,577,532.65,19.0,-8.33,459150,9999999,459400,459450,0.11,34.475,610
511124,459154,577,694.82,18.37,40.03,459150,9999999,459450,459500,0.11,32.122,610
511124,459154,577,891.03,17.94,-21.54,459150,9999999,459500,459550,0.15,30.895,610
511124,459154,577,1193.27,19.13,-31.55,459150,9999999,459550,459600,0.22,32.18,610
511124,459154,577,1741.6,17.78,51.46,459150,9999999,459600,459650,0.19,37.574,610
511124,459154,577,1316.16,15.85,78.61,459150,9999999,459650,459700,0.4,23.232,610
511125,459201,579,236.1,10.19,-15.02,459200,9999999,459250,459300,0.12,182.249,485
511125,459201,579,281.76,13.07,0.28,459200,9999999,459300,459350,0.09,72.496,485
511125,459201,579,314.96,15.14,-41.87,459200,9999999,459350,459400,0.23,40.52,485
511125,459201,579,436.91,18.52,5.33,459200,9999999,459400,459450,0.24,33.725,485
511125,459201,579,586.19,18.4,48.7,459200,9999999,459450,459500,0.18,30.165,485
511125,459201,579,776.52,17.99,-49.87,459200,9999999,459500,459550,0.14,28.543,485
511125,459201,579,1066.83,19.28,-8.31,459200,9999999,459550,459600,0.14,29.41,485
511125,459201,579,1391.41,17.86,25.26,459200,9999999,459600,459650,0.17,29.834,485
511125,459201,579,1536.83,15.62,-22.04,459200,9999999,459650,459700,1.46,26.362,485
511125,459201,579,1293.17,18.41,37.01,459200,9999999,459700,459750,1.97,18.149,485
511125,459201,579,235.45,10.22,-18.14,459200,9999999,459250,459300,0.01,181.745,485
511125,459201,579,280.97,13.16,3.27,459200,9999999,459300,459350,0.03,72.294,485
511125,459201,579,314.06,15.14,-40.7,459200,9999999,459350,459400,0.06,40.404,485
511125,459201,579,436.02,19.29,4.77,459200,9999999,459400,459450,1.48,33.657,485
511125,459201,579,583.89,17.54,49.87,459200,9999999,459450,459500,1.66,30.047,485
511125,459201,579,774.31,18.04,-48.35,459200,9999999,459500,459550,0.12,28.462,485
511125,459201,579,1063.61,19.16,-12.81,459200,9999999,459550,459600,0.27,29.322,485
511125,459201,579,1386.92,17.8,26.55,459200,9999999,459600,459650,0.37,29.738,485
511125,459201,579,1532.82,16.16,-14.47,459200,9999999,459650,459700,0.25,26.293,485
511125,459201,579,1289.9,17.96,29.22,459200,9999999,459700,459750,0.38,18.103,485
511124,459251,580,284.63,11.37,-16.78,459250,9999999,459300,459350,0.04,167.614,370
511124,459251,580,284.09,13.82,-42.32,459250,9999999,459350,459400,0.04,55.765,370
511124,459251,580,393.24,17.57,-7.61,459250,9999999,459400,459450,0.13,38.594,370
511124,459251,580,536.9,18.48,45.03,459250,9999999,459450,459500,0.09,31.617,370
511124,459251,580,731.67,17.93,-31.35,459250,9999999,459500,459550,0.15,28.724,370
511124,459251,580,1013.41,19.12,-11.82,459250,9999999,459550,459600,0.15,28.418,370
511124,459251,580,1337.64,17.72,14.44,459250,9999999,459600,459650,0.14,28.132,370
511124,459251,580,1490.74,16.24,-12.0,459250,9999999,459650,459700,0.16,24.385,370
511124,459251,580,1324.26,17.34,14.47,459250,9999999,459700,459750,0.11,17.329,370
511124,459251,580,955.63,15.32,4.15,459250,9999999,459750,459800,1.46,10.232,370
511124,459251,580,283.04,11.4,-16.1,459250,9999999,459300,459350,0.02,166.673,370
511124,459251,580,282.47,13.84,-42.91,459250,9999999,459350,459400,0.05,55.447,370
511124,459251,580,391.01,17.58,-6.9,459250,9999999,459400,459450,0.03,38.376,370
511124,459251,580,533.87,18.54,44.64,459250,9999999,459450,459500,0.06,31.438,370
511124,459251,580,727.39,18.0,-30.84,459250,9999999,459500,459550,0.12,28.556,370
511124,459251,580,1007.78,19.07,-11.92,459250,9999999,459550,459600,0.17,28.26,370
511124,459251,580,1330.21,17.84,14.17,459250,9999999,459600,459650,0.11,27.976,370
511124,459251,580,1481.97,16.18,-11.75,459250,9999999,459650,459700,0.23,24.241,370
511124,459251,580,1317.04,17.43,14.95,459250,9999999,459700,459750,0.42,17.235,370
511124,459251,580,950.78,16.05,0.6,459250,9999999,459750,459800,1.97,10.18,370
511120,459302,580,191.11,13.1,-22.03,459300,9999999,459350,459400,0.02,114.059,375
511120,459302,580,323.31,17.31,-12.52,459300,9999999,459400,459450,0.04,64.32,375
511120,459302,580,861.62,18.25,16.4,459300,9999999,459450,459500,0.03,85.707,375
511120,459302,580,1923.74,18.43,-45.99,459300,9999999,459550,459600,0.12,76.543,375
511120,459302,580,1270.26,17.53,24.87,459300,9999999,459600,459650,0.23,36.102,375
511120,459302,580,1442.64,15.97,-33.18,459300,9999999,459650,459700,0.17,30.75,375
511120,459302,580,1276.11,17.14,34.59,459300,9999999,459700,459750,0.28,21.156,375
511120,459302,580,1003.99,15.28,-36.85,459300,9999999,459750,459800,0.98,13.316,375
511120,459302,580,189.13,13.12,-22.36,459300,9999999,459350,459400,0.03,112.878,375
511120,459302,580,319.94,17.31,-13.36,459300,9999999,459400,459450,0.17,63.651,375
511120,459302,580,464.54,18.53,45.78,459300,9999999,459450,459500,0.28,46.209,375
511120,459302,580,647.04,18.05,-28.73,459300,9999999,459500,459550,0.21,38.617,375
511120,459302,580,933.27,19.0,-22.25,459300,9999999,459550,459600,0.15,37.134,375
511120,459302,580,1257.15,17.53,23.9,459300,9999999,459600,459650,0.2,35.729,375
511120,459302,580,1427.65,15.85,-32.57,459300,9999999,459650,459700,0.1,30.431,375
511120,459302,580,1261.96,17.4,29.28,459300,9999999,459700,459750,0.15,20.922,375
511120,459302,580,994.43,16.03,-32.44,459300,9999999,459750,459800,0.33,13.189,375
511121,459354,583,268.91,18.2,-3.92,459350,9999999,459400,459450,0.04,256.793,600
511121,459354,583,397.89,18.99,46.46,459350,9999999,459450,459500,0.06,126.654,600
511121,459354,583,594.7,18.21,-62.88,459350,9999999,459500,459550,0.13,94.65,600
511121,459354,583,904.08,19.08,10.35,459350,9999999,459550,459600,0.13,86.333,600
511121,459354,583,1259.0,17.79,22.6,459350,9999999,459600,459650,0.09,80.151,600
511121,459354,583,1465.51,15.9,-38.17,459350,9999999,459650,459700,0.24,66.641,600
511121,459354,583,1300.93,17.61,62.12,459350,9999999,459700,459750,0.32,44.368,600
511121,459354,583,1079.56,15.89,-55.14,459350,9999999,459750,459800,0.71,28.636,600
511129,459400,579,120.04,18.66,35.65,459400,9999999,459450,459500,0.52,126.093,660
511129,459400,579,270.32,18.21,-53.82,459400,9999999,459500,459550,0.05,94.651,660
511129,459400,579,503.94,19.24,35.89,459400,9999999,459550,459600,0.15,88.225,660
511129,459400,579,731.15,17.72,-13.64,459400,9999999,459600,459650,0.11,76.802,660
511129,459400,579,946.47,15.97,-18.85,459400,9999999,459650,459700,0.05,66.28,660
511129,459400,579,876.69,17.64,28.91,459400,9999999,459700,459750,0.14,43.852,660
511129,459400,579,766.01,15.72,-53.91,459400,9999999,459750,459800,0.15,28.737,660
511120,459451,582,143.65,17.17,-54.0,459450,9999999,459500,459550,0.06,134.885,590
511120,459451,582,350.21,18.69,37.93,459450,9999999,459550,459600,0.09,109.617,590
511120,459451,582,574.17,17.5,-16.11,459450,9999999,459600,459650,0.14,89.859,590
511120,459451,582,788.55,15.66,-17.84,459450,9999999,459650,459700,0.05,74.046,590
511120,459451,582,757.15,17.05,28.57,459450,9999999,459700,459750,0.08,47.398,590
511120,459451,582,681.7,15.37,-53.83,459450,9999999,459750,459800,0.21,30.482,590
511125,459503,584,201.47,17.98,43.42,459500,9999999,459550,459600,0.06,168.34,525
511125,459503,584,402.35,18.04,-19.68,459500,9999999,459600,459650,0.1,112.064,525
511125,459503,584,613.39,16.24,-17.46,459500,9999999,459650,459700,0.14,85.421,525
511125,459503,584,622.94,17.58,28.77,459500,9999999,459700,459750,0.12,52.051,525
511125,459503,584,582.01,15.73,-53.77,459500,9999999,459750,459800,0.07,32.42,525
511124,459550,585,251.29,18.96,-20.56,459550,9999999,459600,459650,0.14,159.974,400
511124,459550,585,475.98,17.61,-17.58,459550,9999999,459650,459700,0.15,101.005,400
511124,459550,585,522.97,18.6,29.04,459550,9999999,459700,459750,0.06,55.489,400
511124,459550,585,514.33,16.72,-53.72,459550,9999999,459750,459800,0.14,32.743,400
511123,459598,586,309.75,18.39,-17.23,459600,9999999,459650,459700,0.16,207.055,420
511123,459598,586,419.54,19.49,28.85,459600,9999999,459700,459750,0.05,93.481,420
511123,459598,586,449.99,17.65,-53.57,459600,9999999,459750,459800,0.11,50.132,420
511121,459650,590,264.13,19.22,27.82,459650,9999999,459700,459750,0.03,210.189,500
511121,459650,590,367.79,17.78,-53.52,459650,9999999,459750,459800,0.03,97.56,500
511121,459702,590,122.52,17.75,-53.34,459700,9999999,459750,459800,0.07,97.498,500
