x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
510013,459150,592,439.79,15.13,16.08,459150,9999999,459200,459250,0.07,545.961,780
510013,459150,592,665.08,16.08,-16.27,459150,9999999,459250,459300,0.17,275.214,780
510013,459150,592,621.35,16.6,60.21,459150,9999999,459300,459350,0.12,128.557,780
510013,459150,592,808.45,15.49,27.48,459150,9999999,459350,459400,0.07,100.362,780
510013,459150,592,687.65,16.03,15.89,459150,9999999,459400,459450,1.09,56.91,780
510013,459150,592,448.04,16.25,-11.37,459150,9999999,459450,459500,1.07,26.486,780
510013,459150,592,214.23,13.51,4.18,459150,9999999,459500,459550,2.29,9.498,780
510013,459150,592,167.26,11.26,-8.52,459150,9999999,459550,459600,5.49,5.768,780
510013,459150,592,171.95,11.62,13.71,459150,9999999,459600,459650,2.02,4.744,780
510010,459200,593,423.94,14.84,-36.75,459200,9999999,459250,459300,0.13,401.462,595
510010,459200,593,586.81,15.94,63.95,459200,9999999,459300,459350,0.15,185.231,595
510010,459200,593,894.51,14.7,14.97,459200,9999999,459350,459400,0.04,141.18,595
510010,459200,593,782.44,15.58,-9.68,459200,9999999,459400,459450,0.26,74.095,595
510010,459200,593,559.62,17.2,-1.95,459200,9999999,459450,459500,1.88,35.33,595
510010,459200,593,263.95,16.39,12.34,459200,9999999,459500,459550,4.17,11.903,595
510010,459200,593,230.75,17.83,1.62,459200,9999999,459550,459600,8.73,7.804,595
510010,459200,593,202.08,18.69,-25.21,459200,9999999,459600,459650,12.55,5.316,595
510010,459200,593,422.82,14.8,-51.51,459200,9999999,459250,459300,0.11,400.397,595
510010,459200,593,586.52,16.14,84.1,459200,9999999,459300,459350,0.15,185.139,595
510010,459200,593,892.84,14.76,14.28,459200,9999999,459350,459400,0.05,140.916,595
510010,459200,593,781.28,15.63,-13.85,459200,9999999,459400,459450,0.18,73.985,595
510010,459200,593,560.12,16.94,-0.46,459200,9999999,459450,459500,1.07,35.361,595
510010,459200,593,264.99,16.72,12.65,459200,9999999,459500,459550,2.46,11.949,595
510010,459200,593,232.18,17.56,1.03,459200,9999999,459550,459600,4.37,7.853,595
510010,459200,593,205.78,21.03,-29.65,459200,9999999,459600,459650,9.12,5.413,595
510010,459200,593,139.69,19.91,43.07,459200,9999999,459650,459700,6.61,2.94,595
510012,459250,595,503.63,17.46,23.74,459250,9999999,459300,459350,0.79,300.584,375
510012,459250,595,893.73,13.87,42.9,459250,9999999,459350,459400,0.72,177.803,375
510012,459250,595,877.26,14.69,-7.63,459250,9999999,459400,459450,0.5,87.263,375
510012,459250,595,671.91,15.34,-15.89,459250,9999999,459450,459500,1.41,40.102,375
510012,459250,595,323.31,12.42,31.34,459250,9999999,459500,459550,5.93,12.864,375
510012,459250,595,275.73,10.77,13.64,459250,9999999,459550,459600,10.26,7.837,375
510012,459250,595,270.14,9.97,-48.07,459250,9999999,459600,459650,15.54,5.758,375
510012,459250,595,166.33,11.36,48.48,459250,9999999,459650,459700,18.47,2.758,375
510012,459250,595,161.95,12.51,-4.01,459250,9999999,459700,459750,20.61,2.148,375
510012,459250,595,502.41,17.54,34.27,459250,9999999,459300,459350,0.05,299.854,375
510012,459250,595,891.68,13.86,41.5,459250,9999999,459350,459400,0.09,177.394,375
510012,459250,595,875.35,14.66,-7.13,459250,9999999,459400,459450,0.03,87.073,375
510012,459250,595,670.57,15.5,-15.56,459250,9999999,459450,459500,0.09,40.021,375
510012,459250,595,322.79,13.93,33.07,459250,9999999,459500,459550,0.5,12.843,375
510012,459250,595,275.56,13.08,17.06,459250,9999999,459550,459600,0.72,7.832,375
510012,459250,595,271.55,13.66,-53.2,459250,9999999,459600,459650,3.9,5.788,375
510012,459250,595,165.7,10.93,49.62,459250,9999999,459650,459700,5.02,2.747,375
510012,459250,595,161.81,14.8,-5.44,459250,9999999,459700,459750,1.81,2.146,375
510012,459250,595,148.77,11.27,-48.46,459250,9999999,459750,459800,15.0,1.614,375
510012,459300,597,808.93,16.72,53.31,459300,9999999,459350,459400,0.05,1081.464,840
510012,459300,597,1005.45,14.52,6.2,459300,9999999,459400,459450,0.13,448.061,840
510012,459300,597,846.38,15.12,-27.26,459300,9999999,459450,459500,0.13,188.588,840
510012,459300,597,431.82,14.31,52.22,459300,9999999,459500,459550,0.94,57.731,840
510012,459300,597,382.71,14.32,-4.31,459300,9999999,459550,459600,1.95,34.11,840
510012,459300,597,367.0,13.15,-17.32,459300,9999999,459600,459650,5.39,23.364,840
510012,459300,597,255.04,21.59,36.99,459300,9999999,459650,459700,9.31,12.177,840
510012,459300,597,192.95,21.98,-6.88,459300,9999999,459700,459750,7.26,7.165,840
510012,459300,597,195.52,19.29,-39.14,459300,9999999,459750,459800,8.32,5.809,840
510012,459300,597,808.95,16.83,51.36,459300,9999999,459350,459400,0.1,1081.485,840
510012,459300,597,1005.44,14.41,5.3,459300,9999999,459400,459450,0.12,448.06,840
510012,459300,597,846.31,15.01,-26.4,459300,9999999,459450,459500,0.1,188.571,840
510012,459300,597,431.69,13.3,51.78,459300,9999999,459500,459550,0.89,57.712,840
510012,459300,597,382.27,12.4,-3.19,459300,9999999,459550,459600,1.93,34.071,840
510012,459300,597,366.26,11.6,-20.23,459300,9999999,459600,459650,2.83,23.317,840
510012,459300,597,254.6,13.39,37.72,459300,9999999,459650,459700,5.9,12.156,840
510012,459300,597,192.18,7.03,-8.31,459300,9999999,459700,459750,9.65,7.137,840
510012,459300,597,195.07,12.79,-40.58,459300,9999999,459750,459800,7.42,5.795,840
510012,459300,597,809.2,16.75,49.55,459300,9999999,459350,459400,0.06,1081.817,840
510012,459300,597,1005.57,14.52,4.73,459300,9999999,459400,459450,0.07,448.118,840
510012,459300,597,846.49,15.08,-24.68,459300,9999999,459450,459500,0.04,188.613,840
510012,459300,597,431.36,14.0,50.51,459300,9999999,459500,459550,0.61,57.669,840
510012,459300,597,381.42,13.96,-2.48,459300,9999999,459550,459600,1.52,33.994,840
510012,459300,597,364.79,14.44,-22.21,459300,9999999,459600,459650,2.61,23.223,840
510012,459300,597,252.12,13.65,38.39,459300,9999999,459650,459700,3.39,12.038,840
510012,459300,597,191.89,20.15,-8.92,459300,9999999,459700,459750,6.26,7.126,840
510012,459300,597,193.75,17.77,-42.1,459300,9999999,459750,459800,4.27,5.756,840
510012,459300,597,809.38,16.78,47.48,459300,9999999,459350,459400,0.1,1082.057,840
510012,459300,597,1005.82,14.36,4.35,459300,9999999,459400,459450,0.08,448.228,840
510012,459300,597,846.78,15.04,-22.86,459300,9999999,459450,459500,0.09,188.677,840
510012,459300,597,431.57,13.13,48.69,459300,9999999,459500,459550,0.53,57.697,840
510012,459300,597,381.7,11.51,-2.52,459300,9999999,459550,459600,1.49,34.02,840
510012,459300,597,365.42,10.72,-23.05,459300,9999999,459600,459650,2.58,23.264,840
510012,459300,597,253.2,12.11,39.01,459300,9999999,459650,459700,3.48,12.089,840
510012,459300,597,191.12,3.68,-9.6,459300,9999999,459700,459750,13.28,7.098,840
510012,459300,597,195.07,14.33,-43.38,459300,9999999,459750,459800,8.25,5.795,840
510012,459350,604,951.15,17.91,-17.27,459350,9999999,459400,459450,0.09,552.54,365
510012,459350,604,1053.95,16.15,-3.42,459350,9999999,459450,459500,0.28,204.085,365
510012,459350,604,608.11,14.17,5.45,459350,9999999,459500,459550,0.47,58.877,365
510012,459350,604,529.16,13.06,38.39,459350,9999999,459550,459600,1.21,30.74,365
510012,459350,604,531.33,12.2,-31.82,459350,9999999,459600,459650,1.91,20.577,365
510012,459350,604,393.91,10.07,57.24,459350,9999999,459650,459700,4.65,10.897,365
510012,459350,604,260.02,9.71,-36.76,459350,9999999,459700,459750,8.95,5.395,365
510012,459350,604,224.09,7.22,-32.46,459350,9999999,459750,459800,11.8,3.616,365
510012,459350,604,242.27,7.5,27.26,459350,9999999,459800,459850,8.78,3.127,365
510012,459350,604,949.16,17.75,-19.78,459350,9999999,459400,459450,0.56,551.381,365
510012,459350,604,1050.52,16.56,-2.89,459350,9999999,459450,459500,1.36,203.42,365
510012,459350,604,605.46,15.2,4.47,459350,9999999,459500,459550,2.51,58.62,365
510012,459350,604,525.63,14.44,38.38,459350,9999999,459550,459600,5.47,30.535,365
510012,459350,604,527.56,13.44,-35.77,459350,9999999,459600,459650,7.03,20.431,365
510012,459350,604,948.64,17.85,-21.68,459350,9999999,459400,459450,0.16,551.082,365
510012,459350,604,1050.78,16.25,-2.7,459350,9999999,459450,459500,0.3,203.472,365
510012,459350,604,605.88,14.51,4.3,459350,9999999,459500,459550,0.46,58.661,365
510012,459350,604,526.13,13.87,37.92,459350,9999999,459550,459600,0.76,30.564,365
510012,459350,604,527.48,13.58,-38.74,459350,9999999,459600,459650,1.52,20.428,365
510012,459350,604,390.25,14.02,77.23,459350,9999999,459650,459700,6.35,10.795,365
510012,459350,604,257.31,5.56,-47.34,459350,9999999,459700,459750,10.55,5.338,365
510012,459350,604,221.43,8.82,-38.16,459350,9999999,459750,459800,18.04,3.573,365
510012,459350,604,243.15,9.91,28.87,459350,9999999,459800,459850,12.6,3.139,365
510011,459400,608,1344.87,20.02,35.83,459400,9999999,459450,459500,0.06,813.361,380
510011,459400,608,935.95,14.85,-11.33,459400,9999999,459500,459550,0.44,188.684,380
510011,459400,608,907.07,13.48,-39.92,459400,9999999,459550,459600,0.49,91.431,380
510011,459400,608,863.61,12.74,22.13,459400,9999999,459600,459650,0.83,52.23,380
510011,459400,608,663.04,8.52,50.67,459400,9999999,459650,459700,4.41,26.733,380
510011,459400,608,523.19,10.63,-21.23,459400,9999999,459700,459750,4.43,15.068,380
510011,459400,608,358.7,9.78,-28.16,459400,9999999,459750,459800,4.78,7.748,380
510011,459400,608,258.96,13.61,24.25,459400,9999999,459850,459900,9.34,3.48,380
510011,459400,608,1343.53,19.69,36.17,459400,9999999,459450,459500,0.34,812.551,380
510011,459400,608,933.53,15.91,-11.03,459400,9999999,459500,459550,1.06,188.196,380
510011,459400,608,904.66,15.19,-40.03,459400,9999999,459550,459600,1.41,91.188,380
510011,459400,608,860.2,15.59,19.78,459400,9999999,459600,459650,2.35,52.024,380
510011,459400,608,656.23,18.99,52.84,459400,9999999,459650,459700,10.23,26.459,380
510010,459450,609,820.72,18.69,28.79,459450,9999999,459500,459550,0.51,509.426,390
510010,459450,609,945.5,14.47,-33.8,459450,9999999,459550,459600,1.31,195.625,390
510010,459450,609,1077.09,14.0,-30.29,459450,9999999,459600,459650,0.72,111.426,390
510010,459450,609,810.29,13.61,80.2,459450,9999999,459650,459700,1.7,50.295,390
510010,459450,609,708.6,18.97,-21.06,459450,9999999,459700,459750,11.33,29.322,390
510010,459450,609,500.25,18.19,-8.37,459450,9999999,459750,459800,9.9,14.786,390
510010,459450,609,453.31,17.23,34.95,459450,9999999,459800,459850,9.3,10.049,390
510010,459450,609,226.71,24.99,17.29,459450,9999999,459900,459950,6.33,3.127,390
510010,459450,609,820.27,18.49,28.84,459450,9999999,459500,459550,0.91,509.148,390
510010,459450,609,942.38,14.73,-34.12,459450,9999999,459550,459600,1.93,194.98,390
510010,459450,609,1074.58,13.95,-30.21,459450,9999999,459600,459650,0.85,111.166,390
510010,459450,609,807.66,13.63,79.93,459450,9999999,459650,459700,2.2,50.132,390
510010,459450,609,702.01,17.22,-19.57,459450,9999999,459700,459750,11.48,29.049,390
510010,459450,609,494.09,19.59,-9.12,459450,9999999,459750,459800,16.79,14.604,390
510010,459450,609,450.05,19.7,35.49,459450,9999999,459800,459850,17.36,9.977,390
510010,459450,609,225.63,17.47,18.86,459450,9999999,459900,459950,3.55,3.112,390
510010,459450,609,819.65,17.75,28.98,459450,9999999,459500,459550,1.3,508.758,390
510010,459450,609,940.51,16.21,-34.3,459450,9999999,459550,459600,2.11,194.592,390
510010,459450,609,1073.11,14.79,-29.07,459450,9999999,459600,459650,0.96,111.015,390
510010,459450,609,805.43,15.21,78.38,459450,9999999,459650,459700,1.9,49.993,390
510010,459450,609,695.72,27.08,-18.55,459450,9999999,459700,459750,10.37,28.789,390
510010,459450,609,225.91,16.07,20.28,459450,9999999,459900,459950,11.95,3.116,390
510010,459450,609,820.03,17.91,29.42,459450,9999999,459500,459550,0.94,508.993,390
510010,459450,609,940.53,15.96,-34.81,459450,9999999,459550,459600,1.87,194.597,390
510010,459450,609,1073.3,14.59,-28.05,459450,9999999,459600,459650,0.83,111.034,390
510010,459450,609,805.45,14.4,76.63,459450,9999999,459650,459700,1.24,49.994,390
510010,459450,609,692.49,27.73,-18.4,459450,9999999,459700,459750,9.54,28.655,390
510010,459450,609,225.28,10.97,21.44,459450,9999999,459900,459950,11.09,3.107,390
510011,459501,610,999.6,18.31,33.04,459500,9999999,459550,459600,0.61,875.003,550
510011,459501,610,1012.47,14.35,-50.15,459500,9999999,459600,459650,1.33,295.422,550
510011,459501,610,988.05,13.26,0.03,459500,9999999,459650,459700,0.6,144.148,550
510011,459501,610,778.44,15.95,18.41,459500,9999999,459700,459750,1.24,68.141,550
510011,459501,610,557.94,15.31,-7.96,459500,9999999,459750,459800,7.2,32.56,550
510011,459501,610,505.8,16.17,8.61,459500,9999999,459800,459850,5.49,21.084,550
510011,459501,610,316.38,15.38,17.57,459500,9999999,459850,459900,10.66,9.891,550
510011,459501,610,168.77,17.54,-1.14,459500,9999999,459950,460000,13.23,3.283,550
510011,459501,610,999.15,19.56,30.18,459500,9999999,459550,459600,0.45,874.608,550
510011,459501,610,1011.8,11.74,-50.91,459500,9999999,459600,459650,1.08,295.228,550
510011,459501,610,987.59,12.27,2.67,459500,9999999,459650,459700,0.34,144.082,550
510011,459501,610,777.77,13.19,19.33,459500,9999999,459700,459750,1.09,68.082,550
510011,459501,610,557.79,2.21,-8.77,459500,9999999,459750,459800,6.49,32.551,550
510011,459501,610,504.36,3.74,11.77,459500,9999999,459800,459850,6.3,21.023,550
510011,459501,610,315.26,11.51,17.29,459500,9999999,459850,459900,29.5,9.856,550
510012,459350,604,1030.54,18.31,7.37,459350,9999999,459400,459450,0.06,738.071,450
510012,459350,604,1078.06,16.32,36.4,459350,9999999,459450,459500,0.06,257.367,450
510012,459350,604,598.8,14.62,-15.59,459350,9999999,459500,459550,0.11,71.477,450
510012,459350,604,561.32,13.91,-4.23,459350,9999999,459550,459600,0.2,40.202,450
510012,459350,604,523.56,13.25,-18.75,459350,9999999,459600,459650,0.67,24.998,450
510012,459350,604,376.4,13.61,50.13,459350,9999999,459650,459700,1.2,12.837,450
510012,459350,604,251.89,14.87,3.11,459350,9999999,459700,459750,0.46,6.443,450
510012,459350,604,1010.55,18.38,9.02,459350,9999999,459400,459450,0.04,723.753,450
510012,459350,604,1059.0,16.34,35.66,459350,9999999,459450,459500,0.05,252.817,450
510012,459350,604,587.16,14.62,-14.16,459350,9999999,459500,459550,0.03,70.086,450
510012,459350,604,550.21,13.88,-6.66,459350,9999999,459550,459600,0.17,39.406,450
510012,459350,604,513.23,13.49,-18.95,459350,9999999,459600,459650,0.24,24.505,450
510012,459350,604,368.91,13.97,52.98,459350,9999999,459650,459700,1.05,12.582,450
510012,459350,604,246.67,13.54,2.78,459350,9999999,459700,459750,2.12,6.309,450
510012,459350,604,223.71,15.23,-61.7,459350,9999999,459750,459800,1.48,4.451,450
510012,459350,604,1012.83,18.27,10.2,459350,9999999,459400,459450,0.02,725.385,450
510012,459350,604,1061.09,16.31,34.07,459350,9999999,459450,459500,0.03,253.316,450
510012,459350,604,588.41,14.54,-12.86,459350,9999999,459500,459550,0.03,70.236,450
510012,459350,604,551.39,13.9,-9.12,459350,9999999,459550,459600,0.14,39.49,450
510012,459350,604,514.65,13.9,-19.24,459350,9999999,459600,459650,0.57,24.573,450
510012,459350,604,369.19,12.1,55.05,459350,9999999,459650,459700,1.49,12.591,450
510012,459350,604,246.93,15.11,3.04,459350,9999999,459700,459750,0.79,6.316,450
510012,459350,604,224.29,15.11,-59.48,459350,9999999,459750,459800,1.85,4.462,450
510011,459400,608,1294.85,19.78,14.09,459400,9999999,459450,459500,0.07,1030.408,500
510011,459400,608,864.2,15.13,2.75,459400,9999999,459500,459550,0.06,229.237,500
510011,459400,608,897.49,14.1,10.67,459400,9999999,459550,459600,0.08,119.033,500
510011,459400,608,882.92,14.05,-32.17,459400,9999999,459600,459650,0.12,70.261,500
510011,459400,608,663.11,12.42,43.32,459400,9999999,459650,459700,1.05,35.179,500
510011,459400,608,465.34,15.87,-2.04,459400,9999999,459700,459750,2.31,17.634,500
510011,459400,608,360.1,18.15,-10.37,459400,9999999,459750,459800,3.97,10.234,500
510011,459400,608,347.45,14.29,40.92,459400,9999999,459800,459850,1.23,7.68,500
510011,459400,608,259.32,17.21,27.1,459400,9999999,459850,459900,1.83,4.586,500
510011,459400,608,1294.28,19.8,15.47,459400,9999999,459450,459500,0.02,1029.952,500
510011,459400,608,863.84,15.13,1.84,459400,9999999,459500,459550,0.02,229.14,500
510011,459400,608,897.19,14.14,12.62,459400,9999999,459550,459600,0.03,118.993,500
510011,459400,608,882.53,13.94,-35.07,459400,9999999,459600,459650,0.15,70.229,500
510011,459400,608,663.11,13.11,36.94,459400,9999999,459650,459700,0.84,35.179,500
510011,459400,608,465.34,16.76,11.43,459400,9999999,459700,459750,1.47,17.634,500
510011,459400,608,359.66,15.62,-14.93,459400,9999999,459750,459800,1.11,10.222,500
510011,459400,608,347.45,13.86,42.66,459400,9999999,459800,459850,1.45,7.68,500
510011,459400,608,259.32,16.7,24.18,459400,9999999,459850,459900,1.89,4.586,500
510010,459450,609,811.67,18.88,19.76,459450,9999999,459500,459550,0.08,671.744,520
510010,459450,609,949.73,14.23,-20.9,459450,9999999,459550,459600,0.04,262.002,520
510010,459450,609,998.44,13.75,-2.13,459450,9999999,459600,459650,0.03,137.719,520
510010,459450,609,848.59,13.37,18.69,459450,9999999,459650,459700,0.11,70.23,520
510010,459450,609,647.03,15.86,34.18,459450,9999999,459700,459750,0.23,35.699,520
510010,459450,609,479.82,15.07,-17.86,459450,9999999,459750,459800,0.28,18.909,520
510010,459450,609,448.11,15.07,31.46,459450,9999999,459800,459850,0.45,13.245,520
510010,459450,609,284.7,16.92,5.97,459450,9999999,459850,459900,0.96,6.545,520
510010,459450,609,223.87,19.52,52.22,459450,9999999,459900,459950,0.75,4.117,520
510010,459450,609,171.12,20.68,-24.6,459450,9999999,459950,460000,5.79,2.575,520
510010,459450,609,811.49,18.9,20.74,459450,9999999,459500,459550,0.02,671.597,520
510010,459450,609,948.96,14.2,-22.17,459450,9999999,459550,459600,0.02,261.787,520
510010,459450,609,997.78,13.74,-0.95,459450,9999999,459600,459650,0.01,137.628,520
510010,459450,609,848.11,13.4,18.9,459450,9999999,459650,459700,0.03,70.19,520
510010,459450,609,646.62,15.71,34.11,459450,9999999,459700,459750,0.09,35.676,520
510010,459450,609,479.47,15.46,-17.66,459450,9999999,459750,459800,0.2,18.896,520
510010,459450,609,448.31,15.62,32.26,459450,9999999,459800,459850,0.55,13.251,520
510010,459450,609,284.1,16.37,6.97,459450,9999999,459850,459900,1.56,6.531,520
510010,459450,609,224.04,20.3,49.79,459450,9999999,459900,459950,2.63,4.12,520
510010,459450,609,169.85,21.15,-24.34,459450,9999999,459950,460000,2.95,2.556,520
510011,459501,610,958.46,18.83,-1.95,459500,9999999,459550,459600,0.06,1022.037,670
510011,459501,610,1031.6,13.75,-1.32,459500,9999999,459600,459650,0.05,366.678,670
510011,459501,610,980.58,12.84,9.68,459500,9999999,459650,459700,0.05,174.273,670
510011,459501,610,772.8,15.31,7.01,459500,9999999,459700,459750,0.07,82.406,670
510011,459501,610,578.47,15.06,-9.25,459500,9999999,459750,459800,0.14,41.123,670
510011,459501,610,516.88,14.86,16.01,459500,9999999,459800,459850,0.12,26.246,670
510011,459501,610,325.01,18.14,19.52,459500,9999999,459850,459900,0.77,12.377,670
510011,459501,610,67.93,22.57,-3.6,459500,9999999,460000,460050,3.81,1.317,670
510011,459501,610,958.4,18.85,-4.57,459500,9999999,459550,459600,0.02,1021.976,670
510011,459501,610,1031.61,13.77,-3.97,459500,9999999,459600,459650,0.03,366.683,670
510011,459501,610,980.62,12.85,14.14,459500,9999999,459650,459700,0.02,174.278,670
510011,459501,610,772.74,15.29,8.89,459500,9999999,459700,459750,0.08,82.401,670
510011,459501,610,578.48,15.08,-11.11,459500,9999999,459750,459800,0.11,41.124,670
510011,459501,610,516.9,14.87,19.37,459500,9999999,459800,459850,0.22,26.247,670
510011,459501,610,324.58,18.16,20.8,459500,9999999,459850,459900,0.4,12.361,670
510011,459501,610,225.93,15.18,51.93,459500,9999999,459900,459950,17.64,6.692,670
510011,459501,610,958.5,18.78,-6.64,459500,9999999,459550,459600,0.03,1022.083,670
510011,459501,610,1031.8,13.71,-5.5,459500,9999999,459600,459650,0.03,366.75,670
510011,459501,610,980.72,12.82,17.04,459500,9999999,459650,459700,0.03,174.296,670
510011,459501,610,772.98,15.25,9.87,459500,9999999,459700,459750,0.07,82.425,670
510011,459501,610,578.48,15.1,-12.23,459500,9999999,459750,459800,0.16,41.124,670
510011,459501,610,516.9,14.82,23.12,459500,9999999,459800,459850,0.06,26.247,670
510011,459501,610,324.61,17.45,20.67,459500,9999999,459850,459900,0.56,12.362,670
510011,459501,610,225.7,13.14,46.6,459500,9999999,459900,459950,8.3,6.685,670
510011,459550,610,1118.14,18.59,13.77,459550,9999999,459600,459650,0.02,978.768,550
510011,459550,610,831.29,13.24,26.91,459550,9999999,459650,459700,0.02,242.558,550
510011,459550,610,740.53,14.66,-8.0,459550,9999999,459700,459750,0.04,108.037,550
510011,459550,610,574.03,14.47,-18.88,459550,9999999,459750,459800,0.11,50.248,550
510011,459550,610,518.97,14.0,53.67,459550,9999999,459800,459850,1.97,30.286,550
510011,459550,610,316.52,18.14,10.88,459550,9999999,459850,459900,4.22,13.194,550
510011,459550,610,205.85,19.18,17.91,459550,9999999,459900,459950,4.49,6.435,550
510011,459550,610,1114.75,18.65,12.65,459550,9999999,459600,459650,0.02,975.799,550
510011,459550,610,828.55,13.29,21.1,459550,9999999,459650,459700,0.02,241.757,550
510011,459550,610,738.03,14.69,-3.71,459550,9999999,459700,459750,0.04,107.673,550
510011,459550,610,572.31,14.49,-17.67,459550,9999999,459750,459800,0.08,50.097,550
510011,459550,610,517.44,14.37,56.02,459550,9999999,459800,459850,0.15,30.196,550
510011,459550,610,315.13,17.46,17.3,459550,9999999,459850,459900,0.26,13.136,550
510011,459550,610,204.47,23.21,23.36,459550,9999999,459900,459950,4.39,6.392,550
510011,459550,610,163.89,33.41,-1.44,459550,9999999,459950,460000,7.09,3.985,550
510011,459550,610,1112.3,18.65,11.41,459550,9999999,459600,459650,0.06,973.652,550
510011,459550,610,826.74,13.29,17.45,459550,9999999,459650,459700,0.04,241.231,550
510011,459550,610,736.52,14.64,-1.08,459550,9999999,459700,459750,0.04,107.452,550
510011,459550,610,570.84,14.51,-16.72,459550,9999999,459750,459800,0.08,49.969,550
510011,459550,610,516.36,14.41,59.49,459550,9999999,459800,459850,0.08,30.133,550
510011,459550,610,314.23,17.39,19.45,459550,9999999,459850,459900,0.25,13.098,550
510011,459550,610,205.51,19.99,34.14,459550,9999999,459900,459950,2.83,6.425,550
510011,459550,610,160.87,24.95,-14.62,459550,9999999,459950,460000,8.3,3.912,550
510011,459600,611,1137.68,17.01,53.88,459600,9999999,459650,459700,0.03,832.909,460
510011,459600,611,731.37,15.23,-24.28,459600,9999999,459700,459750,0.06,178.481,460
510011,459600,611,582.95,13.71,-30.73,459600,9999999,459750,459800,0.16,71.131,460
510011,459600,611,514.35,13.66,70.26,459600,9999999,459800,459850,0.09,37.656,460
510011,459600,611,315.12,17.01,11.32,459600,9999999,459850,459900,0.47,15.38,460
510011,459600,611,194.61,18.62,51.29,459600,9999999,459900,459950,6.96,6.785,460
510011,459600,611,43.85,18.33,6.65,459600,9999999,460050,460100,4.21,0.713,460
510011,459600,611,1137.46,17.02,53.24,459600,9999999,459650,459700,0.01,832.751,460
510011,459600,611,731.31,15.18,-25.49,459600,9999999,459700,459750,0.01,178.467,460
510011,459600,611,583.07,13.8,-31.14,459600,9999999,459750,459800,0.03,71.146,460
510011,459600,611,514.09,13.68,75.13,459600,9999999,459800,459850,0.09,37.637,460
510011,459600,611,315.04,17.06,10.56,459600,9999999,459850,459900,0.28,15.377,460
510011,459600,611,194.91,22.14,52.1,459600,9999999,459900,459950,0.73,6.795,460
510011,459600,611,153.0,21.23,-24.59,459600,9999999,459950,460000,7.49,4.0,460
510011,459600,611,68.21,22.13,-75.15,459600,9999999,460000,460050,19.03,1.387,460
510011,459600,611,43.63,22.95,6.87,459600,9999999,460050,460100,8.07,0.71,460
510011,459600,611,1138.63,17.03,52.56,459600,9999999,459650,459700,0.07,833.607,460
510011,459600,611,732.1,15.2,-26.36,459600,9999999,459700,459750,0.09,178.661,460
510011,459600,611,583.54,13.75,-31.49,459600,9999999,459750,459800,0.15,71.202,460
510011,459600,611,514.75,13.66,79.42,459600,9999999,459800,459850,0.08,37.686,460
510011,459600,611,315.32,16.92,9.96,459600,9999999,459850,459900,0.32,15.39,460
510011,459600,611,195.74,16.13,52.24,459600,9999999,459900,459950,14.83,6.824,460
510011,459600,611,1138.49,17.04,51.83,459600,9999999,459650,459700,0.02,833.5,460
510011,459600,611,732.33,15.17,-27.03,459600,9999999,459700,459750,0.02,178.717,460
