x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
510622,459038,581,1215.24,14.33,-98.8,510618,9999999,510818,510868,0.12,77.365,400
510622,459038,581,1099.49,16.33,-36.91,510618,9999999,510868,510918,0.37,46.664,400
510622,459038,581,591.77,17.41,-0.49,510618,9999999,510918,510968,0.74,17.94,400
510622,459038,581,331.15,12.61,12.56,510618,9999999,510968,511018,1.22,7.529,400
510622,459038,581,309.72,13.61,-46.25,510618,9999999,511018,511068,1.87,5.477,400
510622,459038,581,285.79,13.72,30.67,510618,9999999,511068,511118,2.62,4.043,400
510622,459038,581,190.4,19.57,75.68,510618,9999999,511118,511168,2.87,2.204,400
510622,459038,581,67.78,23.62,13.86,510618,9999999,510668,510718,0.09,43.149,400
510622,459038,581,153.22,23.46,-46.59,510618,9999999,510718,510768,0.1,32.514,400
510622,459038,581,309.04,18.85,39.56,510618,9999999,510768,510818,0.1,32.79,400
510622,459038,581,1218.94,14.25,-99.75,510618,9999999,510818,510868,0.03,77.6,400
510622,459038,581,1102.99,16.51,-36.16,510618,9999999,510868,510918,0.14,46.813,400
510622,459038,581,593.5,17.48,0.07,510618,9999999,510918,510968,0.5,17.992,400
510622,459038,581,332.37,12.87,6.88,510618,9999999,510968,511018,0.94,7.557,400
510622,459038,581,312.2,12.69,-42.38,510618,9999999,511018,511068,3.98,5.521,400
510622,459038,581,284.64,13.81,30.83,510618,9999999,511068,511118,5.25,4.027,400
510622,459038,581,191.39,18.36,80.01,510618,9999999,511118,511168,2.57,2.215,400
510668,459038,577,84.54,23.76,-41.4,510668,9999999,510718,510768,0.04,74.0,550
510668,459038,577,198.2,19.99,22.87,510668,9999999,510768,510818,0.06,57.831,550
510668,459038,577,888.64,14.94,-91.69,510668,9999999,510818,510868,0.03,129.645,550
510668,459038,577,900.57,17.23,-29.89,510668,9999999,510868,510918,0.12,78.831,550
510668,459038,577,504.83,17.67,-2.06,510668,9999999,510918,510968,0.44,29.461,550
510668,459038,577,294.84,13.03,-35.25,510668,9999999,510968,511018,0.93,12.29,550
510668,459038,577,284.65,13.57,12.65,510668,9999999,511018,511068,0.94,8.899,550
510668,459038,577,254.55,16.23,29.53,510668,9999999,511068,511118,0.91,6.189,550
510668,459038,577,180.1,19.8,29.9,510668,9999999,511118,511168,2.92,3.503,550
510668,459038,577,515.07,22.75,10.76,510668,9999999,511168,511218,1.23,8.198,550
510668,459038,577,84.56,23.88,-40.99,510668,9999999,510718,510768,0.07,74.02,550
510668,459038,577,198.64,20.11,22.81,510668,9999999,510768,510818,0.07,57.961,550
510668,459038,577,889.66,15.01,-91.54,510668,9999999,510818,510868,0.05,129.795,550
510668,459038,577,901.48,17.35,-29.97,510668,9999999,510868,510918,0.12,78.912,550
510668,459038,577,505.33,17.52,-1.72,510668,9999999,510918,510968,0.22,29.489,550
510668,459038,577,295.41,14.16,-36.94,510668,9999999,510968,511018,0.7,12.314,550
510668,459038,577,284.53,13.57,14.25,510668,9999999,511018,511068,0.81,8.895,550
510668,459038,577,255.26,17.44,32.45,510668,9999999,511068,511118,5.16,6.207,550
510668,459038,577,179.51,17.35,22.83,510668,9999999,511118,511168,9.54,3.492,550
510668,459038,577,515.25,22.77,12.95,510668,9999999,511168,511218,0.66,8.2,550
510668,459038,577,84.42,23.82,-40.74,510668,9999999,510718,510768,0.08,73.893,550
510668,459038,577,198.69,20.09,22.77,510668,9999999,510768,510818,0.05,57.976,550
510668,459038,577,888.89,15.01,-91.33,510668,9999999,510818,510868,0.05,129.683,550
510668,459038,577,900.68,17.28,-30.06,510668,9999999,510868,510918,0.1,78.841,550
510668,459038,577,504.97,17.57,-1.25,510668,9999999,510918,510968,0.14,29.468,550
510668,459038,577,294.92,13.37,-38.26,510668,9999999,510968,511018,0.31,12.293,550
510668,459038,577,284.45,13.93,15.37,510668,9999999,511018,511068,0.43,8.893,550
510668,459038,577,254.85,16.26,32.36,510668,9999999,511068,511118,1.56,6.197,550
510668,459038,577,179.62,18.78,19.97,510668,9999999,511118,511168,3.45,3.494,550
510668,459038,577,515.01,23.59,14.49,510668,9999999,511168,511218,0.44,8.197,550
510719,459039,575,107.42,22.22,-610.77,510718,9999999,510768,510818,0.78,58.129,340
510719,459039,575,625.52,15.74,-82.81,510718,9999999,510818,510868,0.11,112.829,340
510719,459039,575,749.1,17.91,-34.87,510718,9999999,510868,510918,0.12,67.56,340
510719,459039,575,447.25,17.87,2.08,510718,9999999,510918,510968,0.38,24.202,340
510719,459039,575,275.04,14.51,-19.67,510718,9999999,510968,511018,0.58,9.922,340
510719,459039,575,275.22,14.73,-11.08,510718,9999999,511018,511068,0.98,7.092,340
510719,459039,575,235.61,17.06,27.59,510718,9999999,511068,511118,1.7,4.553,340
510719,459039,575,178.89,18.02,56.16,510718,9999999,511118,511168,5.49,2.689,340
510719,459039,575,471.46,23.78,-68.75,510718,9999999,511168,511218,1.58,5.669,340
510719,459039,575,195.12,22.52,41.84,510718,9999999,511218,511268,1.99,1.92,340
510719,459039,575,107.43,21.06,-611.84,510718,9999999,510768,510818,0.98,58.133,340
510719,459039,575,625.99,15.7,-82.56,510718,9999999,510818,510868,0.09,112.914,340
510719,459039,575,749.55,17.87,-35.09,510718,9999999,510868,510918,0.07,67.6,340
510719,459039,575,447.55,18.0,2.38,510718,9999999,510918,510968,0.3,24.218,340
510719,459039,575,275.1,13.45,-22.07,510718,9999999,510968,511018,0.81,9.924,340
510719,459039,575,275.48,15.38,-8.5,510718,9999999,511018,511068,0.81,7.098,340
510719,459039,575,235.46,18.22,27.39,510718,9999999,511068,511118,0.72,4.551,340
510719,459039,575,179.33,20.06,58.8,510718,9999999,511118,511168,2.58,2.696,340
510719,459039,575,471.86,22.99,-76.66,510718,9999999,511168,511218,0.88,5.674,340
510719,459039,575,198.9,22.39,45.68,510718,9999999,511218,511268,14.02,1.957,340
510719,459039,575,107.64,20.26,-612.52,510718,9999999,510768,510818,0.4,58.248,340
510719,459039,575,626.25,15.49,-82.53,510718,9999999,510818,510868,0.22,112.96,340
510719,459039,575,750.1,17.85,-35.17,510718,9999999,510868,510918,0.04,67.65,340
510719,459039,575,447.95,17.57,2.49,510718,9999999,510918,510968,0.22,24.24,340
510719,459039,575,274.99,14.47,-23.43,510718,9999999,510968,511018,0.78,9.92,340
510719,459039,575,275.25,15.43,-6.94,510718,9999999,511018,511068,1.52,7.093,340
510719,459039,575,235.71,16.69,27.2,510718,9999999,511068,511118,1.54,4.555,340
510719,459039,575,178.7,20.24,61.18,510718,9999999,511118,511168,2.82,2.686,340
510719,459039,575,472.09,22.96,-82.28,510718,9999999,511168,511218,0.95,5.677,340
510719,459039,575,195.6,25.61,47.76,510718,9999999,511218,511268,0.97,1.924,340
510770,459039,578,488.4,15.48,-94.0,510768,9999999,510818,510868,0.02,357.565,460
510770,459039,578,786.18,17.48,-31.67,510768,9999999,510868,510918,0.03,191.857,460
510770,459039,578,508.59,17.42,4.92,510768,9999999,510918,510968,0.13,62.057,460
510770,459039,578,326.77,14.28,-31.79,510768,9999999,510968,511018,0.41,23.923,460
510770,459039,578,338.4,15.87,3.05,510768,9999999,511018,511068,0.43,16.516,460
510770,459039,578,269.56,18.79,24.28,510768,9999999,511068,511118,0.73,9.398,460
510770,459039,578,225.4,19.91,113.72,510768,9999999,511118,511168,1.02,5.893,460
510770,459039,578,506.32,24.54,45.19,510768,9999999,511168,511218,3.96,10.297,460
510770,459039,578,299.93,19.15,-182.76,510768,9999999,511218,511268,8.38,4.88,460
510770,459039,578,108.83,13.96,13.83,510768,9999999,511268,511318,5.61,1.449,460
510770,459039,578,487.7,15.52,-93.9,510768,9999999,510818,510868,0.06,357.05,460
510770,459039,578,784.94,17.53,-31.22,510768,9999999,510868,510918,0.05,191.556,460
510770,459039,578,507.92,17.52,4.85,510768,9999999,510918,510968,0.07,61.976,460
510770,459039,578,326.17,14.16,-33.65,510768,9999999,510968,511018,0.33,23.879,460
510770,459039,578,337.73,15.73,5.55,510768,9999999,511018,511068,0.39,16.484,460
510770,459039,578,269.31,18.79,23.72,510768,9999999,511068,511118,0.38,9.389,460
510770,459039,578,224.93,20.8,112.36,510768,9999999,511118,511168,1.02,5.881,460
510770,459039,578,505.1,23.68,75.68,510768,9999999,511168,511218,1.79,10.272,460
510770,459039,578,299.81,20.96,-213.28,510768,9999999,511218,511268,3.6,4.878,460
510770,459039,578,109.11,15.02,15.0,510768,9999999,511268,511318,1.78,1.452,460
510817,459036,571,722.37,14.51,-29.79,510818,9999999,510868,510918,0.03,724.308,630
510817,459036,571,542.0,15.35,-4.34,510818,9999999,510918,510968,0.1,181.149,630
510817,459036,571,342.22,11.43,-13.28,510818,9999999,510968,511018,0.14,57.19,630
510817,459036,571,362.18,13.32,2.55,510818,9999999,511018,511068,0.17,36.315,630
510817,459036,571,281.98,17.0,20.66,510818,9999999,511068,511118,0.44,18.849,630
510817,459036,571,249.69,17.33,73.01,510818,9999999,511118,511168,0.61,11.922,630
510817,459036,571,491.04,21.03,89.19,510818,9999999,511168,511218,0.22,17.584,630
510817,459036,571,363.05,19.72,-156.82,510818,9999999,511218,511268,2.86,10.112,630
510817,459036,571,199.52,13.96,-67.29,510818,9999999,511268,511318,6.03,4.446,630
510817,459036,571,102.37,11.25,56.1,510818,9999999,511318,511368,4.08,1.866,630
510817,459036,571,721.93,14.58,-29.91,510818,9999999,510868,510918,0.05,723.86,630
510817,459036,571,541.6,15.3,-4.07,510818,9999999,510918,510968,0.05,181.017,630
510817,459036,571,342.04,11.42,-10.13,510818,9999999,510968,511018,0.28,57.16,630
510817,459036,571,361.87,13.56,-0.6,510818,9999999,511018,511068,0.4,36.283,630
510817,459036,571,281.79,17.13,20.13,510818,9999999,511068,511118,0.23,18.836,630
510817,459036,571,249.69,17.66,70.8,510818,9999999,511118,511168,0.46,11.922,630
510817,459036,571,490.46,20.85,90.09,510818,9999999,511168,511218,0.2,17.563,630
510817,459036,571,362.91,19.71,-157.89,510818,9999999,511218,511268,0.94,10.108,630
510817,459036,571,199.26,14.97,-65.5,510818,9999999,511268,511318,2.66,4.44,630
510817,459036,571,102.22,10.0,60.75,510818,9999999,511318,511368,2.31,1.863,630
510817,459036,571,723.22,14.57,-30.26,510818,9999999,510868,510918,0.06,725.154,630
510817,459036,571,542.57,15.28,-3.75,510818,9999999,510918,510968,0.07,181.34,630
510817,459036,571,342.6,11.67,-7.19,510818,9999999,510968,511018,0.43,57.253,630
510817,459036,571,362.57,13.14,-3.59,510818,9999999,511018,511068,0.66,36.354,630
510817,459036,571,282.27,17.16,19.72,510818,9999999,511068,511118,0.15,18.869,630
510817,459036,571,249.99,16.92,69.26,510818,9999999,511118,511168,0.7,11.936,630
510817,459036,571,491.39,21.17,90.38,510818,9999999,511168,511218,0.41,17.597,630
510817,459036,571,363.49,20.74,-159.01,510818,9999999,511218,511268,0.97,10.124,630
510817,459036,571,199.43,12.59,-63.79,510818,9999999,511268,511318,2.67,4.444,630
510817,459036,571,102.16,10.34,65.02,510818,9999999,511318,511368,3.63,1.862,630
510870,459035,578,1718.14,14.1,8.42,510868,9999999,510918,510968,0.01,1093.804,400
510870,459035,578,963.77,8.72,-39.37,510868,9999999,510968,511018,0.04,204.519,400
510870,459035,578,919.95,9.22,19.09,510868,9999999,511018,511068,0.06,97.609,400
510870,459035,578,660.21,13.01,20.37,510868,9999999,511068,511118,0.13,42.03,400
510870,459035,578,568.51,12.3,60.89,510868,9999999,511118,511168,0.9,24.128,400
510870,459035,578,926.84,17.87,62.02,510868,9999999,511168,511218,0.67,28.097,400
510870,459035,578,790.13,16.15,-93.91,510868,9999999,511218,511268,0.3,17.965,400
510870,459035,578,665.49,12.05,-90.55,510868,9999999,511268,511318,0.51,11.769,400
510870,459035,578,495.13,15.3,51.4,510868,9999999,511318,511368,10.32,7.005,400
510870,459035,578,808.66,10.79,-56.43,510868,9999999,511368,511418,7.26,9.36,400
510870,459035,578,1717.56,14.12,7.48,510868,9999999,510918,510968,0.05,1093.434,400
510870,459035,578,963.44,8.74,-40.57,510868,9999999,510968,511018,0.04,204.448,400
510870,459035,578,919.64,9.18,20.77,510868,9999999,511018,511068,0.07,97.577,400
510870,459035,578,659.89,13.05,19.79,510868,9999999,511068,511118,0.16,42.01,400
510870,459035,578,568.67,12.73,55.02,510868,9999999,511118,511168,0.16,24.135,400
510870,459035,578,925.92,17.23,68.25,510868,9999999,511168,511218,0.19,28.07,400
510870,459035,578,789.88,15.93,-96.0,510868,9999999,511218,511268,0.19,17.959,400
510870,459035,578,665.6,11.62,-86.14,510868,9999999,511268,511318,1.12,11.77,400
510870,459035,578,1717.82,14.1,7.1,510868,9999999,510918,510968,0.05,1093.601,400
510870,459035,578,963.62,8.7,-41.39,510868,9999999,510968,511018,0.05,204.486,400
510870,459035,578,919.82,9.28,22.01,510868,9999999,511018,511068,0.09,97.596,400
510870,459035,578,659.94,13.02,19.34,510868,9999999,511068,511118,0.17,42.013,400
510870,459035,578,568.67,12.45,51.93,510868,9999999,511118,511168,0.46,24.135,400
510870,459035,578,926.4,17.55,71.26,510868,9999999,511168,511218,0.42,28.084,400
510870,459035,578,790.26,16.07,-97.32,510868,9999999,511218,511268,0.41,17.968,400
510870,459035,578,665.39,11.99,-81.81,510868,9999999,511268,511318,0.78,11.767,400
510870,459035,578,495.13,12.82,19.49,510868,9999999,511318,511368,1.85,7.005,400
510870,459035,578,808.9,13.05,-20.47,510868,9999999,511368,511418,1.32,9.363,400
510923,459037,581,678.48,10.56,37.81,510918,9999999,510968,511018,0.01,572.313,530
510923,459037,581,815.11,9.47,-56.83,510918,9999999,511018,511068,0.02,229.187,530
510923,459037,581,1020.3,12.8,64.55,510918,9999999,511068,511118,0.03,143.44,530
510923,459037,581,1882.22,15.24,103.22,510918,9999999,511168,511218,0.06,105.846,530
510923,459037,581,889.75,16.34,-114.1,510918,9999999,511218,511268,0.63,35.739,530
510923,459037,581,803.42,11.79,-19.64,510918,9999999,511268,511318,0.97,24.204,530
510923,459037,581,625.77,13.0,8.77,510918,9999999,511318,511368,0.34,14.662,530
510923,459037,581,968.09,13.28,-65.93,510918,9999999,511368,511418,0.35,18.147,530
510923,459037,581,1178.21,15.32,101.51,510918,9999999,511418,511468,0.88,18.07,530
510923,459037,581,678.83,10.6,32.26,510918,9999999,510968,511018,0.01,572.61,530
510923,459037,581,815.54,9.47,-51.27,510918,9999999,511018,511068,0.04,229.307,530
510923,459037,581,661.62,12.92,27.26,510918,9999999,511068,511118,0.03,93.015,530
510923,459037,581,598.71,12.72,36.63,510918,9999999,511118,511168,0.05,50.503,530
510923,459037,581,985.35,17.51,66.81,510918,9999999,511168,511218,0.07,55.411,530
510923,459037,581,889.94,16.51,-113.64,510918,9999999,511218,511268,0.51,35.747,530
510923,459037,581,804.21,11.81,-21.06,510918,9999999,511268,511318,0.92,24.227,530
510923,459037,581,626.09,13.27,18.16,510918,9999999,511318,511368,0.67,14.67,530
510923,459037,581,968.7,14.21,-75.43,510918,9999999,511368,511418,1.18,18.158,530
510923,459037,581,1180.07,15.05,102.06,510918,9999999,511418,511468,1.28,18.098,530
510969,459040,577,480.22,11.36,-7.69,510968,9999999,511018,511068,0.03,382.143,500
510969,459040,577,496.16,13.23,5.6,510968,9999999,511068,511118,0.03,131.61,500
510969,459040,577,442.33,12.86,27.4,510968,9999999,511118,511168,0.12,58.666,500
510969,459040,577,876.21,17.32,-15.94,510968,9999999,511168,511218,0.08,69.726,500
510969,459040,577,630.22,16.38,11.34,510968,9999999,511218,511268,0.09,33.434,500
510969,459040,577,728.26,12.43,-56.88,510968,9999999,511268,511318,0.58,27.597,500
510969,459040,577,588.04,13.79,81.41,510968,9999999,511318,511368,0.94,16.712,500
510969,459040,577,895.55,12.94,-73.5,510968,9999999,511368,511418,0.61,19.796,500
510969,459040,577,1177.19,15.8,-18.74,510968,9999999,511418,511468,0.4,20.817,500
510969,459040,577,991.51,16.55,-20.2,510968,9999999,511468,511518,0.61,14.346,500
511020,459042,577,605.54,19.38,37.1,511018,9999999,511068,511118,0.07,501.151,520
511020,459042,577,371.17,11.84,10.95,511018,9999999,511118,511168,0.08,102.394,520
511020,459042,577,613.88,17.39,-19.58,511018,9999999,511168,511218,0.1,84.675,520
511020,459042,577,498.65,17.13,4.31,511018,9999999,511218,511268,0.5,41.269,520
511020,459042,577,635.24,11.54,-55.42,511018,9999999,511268,511318,0.61,35.048,520
511020,459042,577,519.93,13.5,14.64,511018,9999999,511318,511368,0.4,20.491,520
511020,459042,577,793.86,13.33,-26.91,511018,9999999,511368,511418,0.34,23.464,520
511020,459042,577,1083.04,15.26,31.73,511018,9999999,511418,511468,0.26,24.898,520
511020,459042,577,1031.83,18.8,-50.88,511018,9999999,511468,511518,2.26,18.977,520
511020,459042,577,1206.06,13.39,-16.16,511018,9999999,511518,511568,2.78,18.148,520
511020,459042,577,606.98,19.3,28.04,511018,9999999,511068,511118,0.03,502.339,520
511020,459042,577,372.02,11.87,17.14,511018,9999999,511118,511168,0.05,102.63,520
511020,459042,577,615.23,17.3,-18.06,511018,9999999,511168,511218,0.07,84.861,520
511020,459042,577,499.82,17.02,5.4,511018,9999999,511218,511268,0.53,41.365,520
511020,459042,577,636.67,11.59,-55.12,511018,9999999,511268,511318,0.56,35.128,520
511020,459042,577,521.12,13.45,13.05,511018,9999999,511318,511368,0.38,20.537,520
511020,459042,577,795.37,13.03,-24.58,511018,9999999,511368,511418,0.46,23.509,520
511020,459042,577,1085.37,15.59,35.34,511018,9999999,511418,511468,0.25,24.952,520
511020,459042,577,1035.46,17.2,-55.4,511018,9999999,511468,511518,2.14,19.043,520
511020,459042,577,1207.77,14.83,-15.91,511018,9999999,511518,511568,2.17,18.174,520
511071,459043,576,487.65,15.76,55.46,511068,9999999,511118,511168,0.01,520.001,670
511071,459043,576,456.67,16.09,-77.67,511068,9999999,511168,511218,0.03,162.323,670
511071,459043,576,477.43,15.97,-3.5,511068,9999999,511218,511268,0.04,84.851,670
511071,459043,576,512.94,12.69,-29.91,511068,9999999,511268,511318,0.07,54.697,670
511071,459043,576,448.43,13.69,16.62,511068,9999999,511318,511368,0.23,31.879,670
511071,459043,576,687.96,13.52,-55.91,511068,9999999,511368,511418,0.22,34.933,670
511071,459043,576,952.96,15.35,15.93,511068,9999999,511418,511468,0.17,36.292,670
511071,459043,576,488.68,15.69,55.37,511068,9999999,511118,511168,0.02,521.097,670
511071,459043,576,457.64,16.04,-78.58,511068,9999999,511168,511218,0.03,162.666,670
511071,459043,576,478.46,16.0,-3.1,511068,9999999,511218,511268,0.05,85.033,670
511071,459043,576,513.96,12.52,-30.07,511068,9999999,511268,511318,0.05,54.805,670
511071,459043,576,449.42,13.73,17.68,511068,9999999,511318,511368,0.1,31.949,670
511071,459043,576,689.63,13.46,-55.32,511068,9999999,511368,511418,0.25,35.018,670
511071,459043,576,954.77,15.18,15.01,511068,9999999,511418,511468,0.14,36.361,670
511071,459043,576,902.1,15.62,-33.8,511068,9999999,511468,511518,0.1,26.721,670
511071,459043,576,1249.92,15.68,27.64,511068,9999999,511518,511568,0.11,29.619,670
511119,459041,576,300.79,15.5,-15.18,511118,9999999,511168,511218,0.03,258.507,540
511119,459041,576,271.33,15.94,-18.59,511118,9999999,511218,511268,0.07,77.731,540
511119,459041,576,379.12,13.19,-23.26,511118,9999999,511268,511318,0.1,54.305,540
511119,459041,576,354.14,14.32,12.8,511118,9999999,511318,511368,0.2,30.436,540
511119,459041,576,543.83,14.06,-44.09,511118,9999999,511368,511418,0.15,31.159,540
511119,459041,576,796.69,15.33,4.54,511118,9999999,511418,511468,0.35,32.605,540
511119,459041,576,845.37,16.08,-41.39,511118,9999999,511468,511518,0.25,25.948,540
511119,459041,576,1115.21,15.43,18.29,511118,9999999,511518,511568,0.16,26.624,540
511170,459037,574,214.34,12.79,-16.54,511168,9999999,511218,511268,0.06,177.387,520
511170,459037,574,315.69,11.59,-36.51,511168,9999999,511268,511318,0.07,87.09,520
511170,459037,574,314.16,13.44,10.4,511168,9999999,511318,511368,0.14,43.333,520
511170,459037,574,449.28,13.31,-35.76,511168,9999999,511368,511418,0.25,37.182,520
511170,459037,574,733.7,14.54,3.85,511168,9999999,511418,511468,0.37,40.481,520
511170,459037,574,712.14,18.05,-32.85,511168,9999999,511468,511518,3.85,28.065,520
511170,459037,574,214.09,12.77,-16.03,511168,9999999,511218,511268,0.09,177.184,520
511170,459037,574,315.34,11.68,-35.82,511168,9999999,511268,511318,0.05,86.992,520
511170,459037,574,313.8,13.29,10.32,511168,9999999,511318,511368,0.42,43.284,520
511170,459037,574,448.76,13.57,-34.8,511168,9999999,511368,511418,0.37,37.14,520
511170,459037,574,733.26,14.63,3.4,511168,9999999,511418,511468,0.19,40.457,520
511170,459037,574,702.42,15.52,-32.93,511168,9999999,511468,511518,0.39,27.682,520
511170,459037,574,1093.28,15.3,249.17,511168,9999999,511518,511568,0.51,32.315,520
511229,459038,570,518.93,11.38,-22.09,511218,9999999,511268,511318,0.01,611.165,740
511229,459038,570,500.46,13.42,7.33,511218,9999999,511318,511368,0.04,196.473,740
511229,459038,570,624.54,12.14,-21.96,511218,9999999,511368,511418,0.06,122.591,740
511229,459038,570,1052.86,14.0,-2.96,511218,9999999,511418,511468,0.04,124.0,740
511229,459038,570,1020.93,14.17,-24.79,511218,9999999,511468,511518,0.1,80.16,740
511229,459038,570,1483.8,14.35,182.2,511218,9999999,511518,511568,0.1,83.216,740
511270,459038,568,344.69,12.62,7.04,511268,9999999,511318,511368,0.02,340.126,620
511270,459038,568,517.2,11.37,-20.21,511268,9999999,511368,511418,0.04,170.116,620
511270,459038,568,972.62,13.13,-3.86,511268,9999999,511418,511468,0.04,159.957,620
511270,459038,568,1011.07,13.31,-23.94,511268,9999999,511468,511518,0.09,99.768,620
511270,459038,568,1493.02,13.55,178.8,511268,9999999,511518,511568,0.17,98.217,620
511320,459037,574,416.97,10.41,-10.08,511318,9999999,511368,511418,0.1,291.999,440
511320,459037,574,904.6,11.82,-12.63,511318,9999999,511418,511468,0.1,211.158,440
511320,459037,574,1034.3,11.95,-22.27,511318,9999999,511468,511518,0.05,120.717,440
511320,459037,574,1546.28,12.19,173.86,511318,9999999,511518,511568,0.14,108.283,440
511370,459036,568,885.56,10.13,-10.42,511368,9999999,511418,511468,0.03,916.119,650
511370,459036,568,1188.26,10.51,-24.31,511368,9999999,511468,511518,0.04,409.753,650
511370,459036,568,1664.02,11.43,169.2,511368,9999999,511518,511568,0.05,286.906,650
511420,459045,568,1338.92,7.14,-22.25,511418,9999999,511468,511518,0.03,1512.976,710
511420,459045,568,1968.99,8.79,168.65,511418,9999999,511518,511568,0.03,741.654,710
511470,459040,568,1449.93,8.99,166.14,511468,9999999,511518,511568,0.01,692.292,300
