x;y;z;Rho(ohm.m);M (mV/V);SP (mV);xA (m);xB (m);xM (m);xN (m);Dev. M (mV/V);VMN (mV);IAB (mA)
509650;459454;604;109.67;15.06;-57.4;509650;9999999;510000;510050;4.65;5.049;810
509650;459454;604;119.6;17.91;-14.38;509650;9999999;510050;510100;4.21;4.283;810
509650;459454;604;190.17;15.17;-2.34;509650;9999999;510100;510150;0.51;5.448;810
509650;459454;604;129.83;14.91;-16.44;509650;9999999;510150;510200;2.91;3.043;810
509700;459452;605;68.74;24.8;16.16;509700;9999999;509750;509800;0.03;99.561;910
509700;459452;605;43.51;22.82;25.17;509700;9999999;509800;509850;0.09;21.003;910
509700;459452;605;36.36;26.26;-20.42;509700;9999999;509850;509900;0.11;8.777;910
509700;459452;605;37.1;22.07;-48.43;509700;9999999;509900;509950;0.83;5.373;910
509700;459452;605;79.86;19.52;4.72;509700;9999999;509950;510000;0.48;7.711;910
509700;459452;605;131.04;13.13;4.61;509700;9999999;510150;510200;1.09;4.217;910
509700;459452;605;68.39;19.94;-5.35;509700;9999999;510200;510250;2.73;1.801;910
509700;459452;605;68.7;24.76;13.77;509700;9999999;509750;509800;0.04;99.494;910
509700;459452;605;43.47;22.78;26.42;509700;9999999;509800;509850;0.15;20.986;910
509700;459452;605;36.34;25.97;-19.15;509700;9999999;509850;509900;0.36;8.773;910
509700;459452;605;36.97;21.18;-51.64;509700;9999999;509900;509950;2.29;5.355;910
509700;459452;605;79.96;20.48;7.47;509700;9999999;509950;510000;1.76;7.721;910
509700;459452;605;91.06;16.99;-53.77;509700;9999999;510000;510050;0.9;6.28;910
509700;459452;605;108;17.41;-6.19;509700;9999999;510050;510100;1.3;5.586;910
509700;459452;605;157.24;15.23;-16.65;509700;9999999;510100;510150;0.73;6.326;910
509700;459452;605;130.93;14.46;-1.42;509700;9999999;510150;510200;1.31;4.214;910
509700;459452;605;68.16;15.56;6.09;509700;9999999;510200;510250;3.98;1.795;910
509750;459447;603;72.59;24.24;15.77;509750;9999999;509800;509850;0.03;130.557;1130
509750;459447;603;37.69;27.72;-44.29;509750;9999999;509850;509900;0.18;22.592;1130
509750;459447;603;34.01;24.48;1.96;509750;9999999;509900;509950;3;10.194;1130
509750;459447;603;50.23;21.76;-44.98;509750;9999999;509950;510000;3.51;9.033;1130
509750;459447;603;80.23;19.3;-13.78;509750;9999999;510000;510050;0.34;9.62;1130
509750;459447;603;88.08;17.65;-28.59;509750;9999999;510050;510100;0.47;7.543;1130
509750;459447;603;141.35;16.49;70.24;509750;9999999;510100;510150;0.64;9.079;1130
509750;459447;603;110.72;13.79;-87.36;509750;9999999;510150;510200;1.95;5.531;1130
509750;459447;603;65.32;18.62;8.96;509750;9999999;510200;510250;4.02;2.611;1130
509750;459447;603;25.58;3.79;-23.22;509750;9999999;510250;510300;3.35;0.836;1130
509750;459447;603;72.59;24.22;16.81;509750;9999999;509800;509850;0.02;130.557;1130
509750;459447;603;37.69;27.72;-47.58;509750;9999999;509850;509900;0.17;22.593;1130
509750;459447;603;34.11;24.89;5.45;509750;9999999;509900;509950;0.51;10.225;1130
509750;459447;603;50.08;21.53;-47.51;509750;9999999;509950;510000;0.66;9.007;1130
509750;459447;603;80.25;18.81;-11.56;509750;9999999;510000;510050;1.01;9.622;1130
509750;459447;603;88.12;18.58;-28.4;509750;9999999;510050;510100;1.32;7.547;1130
509750;459447;603;141.35;16.6;81.55;509750;9999999;510100;510150;0.53;9.079;1130
509750;459447;603;111.01;15.12;-98.63;509750;9999999;510150;510200;0.98;5.546;1130
509750;459447;603;65.05;15.37;7.2;509750;9999999;510200;510250;1.32;2.6;1130
509750;459447;603;25.62;5.76;-22.02;509750;9999999;510250;510300;4.01;0.838;1130
509800;459444;604;98.74;20.78;14;509800;9999999;509850;509900;0.1;81.719;520
509800;459444;604;42.63;28.25;5.14;509800;9999999;509900;509950;1;11.761;520
509800;459444;604;59.26;27.9;-42.64;509800;9999999;509950;510000;2;8.174;520
509800;459444;604;66.04;19.85;-53.78;509800;9999999;510000;510050;1.91;5.465;520
509800;459444;604;105.84;20.89;18.74;509800;9999999;510050;510100;2.94;5.84;520
509800;459444;604;134.8;17.65;0.62;509800;9999999;510100;510150;2.57;5.312;520
509800;459444;604;108.3;15.88;-24;509800;9999999;510150;510200;2.74;3.201;520
509800;459444;604;65.97;12.68;-27.77;509800;9999999;510200;510250;8.24;1.517;520
509800;459444;604;98.46;20.83;14.72;509800;9999999;509850;509900;0.04;81.482;520
509800;459444;604;42.56;28.31;5.21;509800;9999999;509900;509950;0.4;11.742;520
509800;459444;604;58.7;25.6;-43.36;509800;9999999;509950;510000;1.85;8.097;520
509800;459444;604;66.38;22.62;-54.36;509800;9999999;510000;510050;1.67;5.494;520
509800;459444;604;106;21.87;25.39;509800;9999999;510050;510100;2.79;5.848;520
509800;459444;604;134.44;16.04;1.16;509800;9999999;510100;510150;3.27;5.298;520
509800;459444;604;108.91;17.96;-31.58;509800;9999999;510150;510200;1.97;3.219;520
509800;459444;604;66.51;14.8;-23.66;509800;9999999;510200;510250;4.98;1.529;520
509800;459444;604;36.25;15.83;-14.52;509800;9999999;510250;510300;14.95;0.667;520
509800;459444;604;98.34;20.8;15.06;509800;9999999;509850;509900;0.05;81.388;520
509800;459444;604;42.51;28.16;4.35;509800;9999999;509900;509950;0.33;11.727;520
509800;459444;604;58.69;25.94;-42.33;509800;9999999;509950;510000;0.81;8.096;520
509800;459444;604;66.18;21.09;-56.12;509800;9999999;510000;510050;1.13;5.477;520
509800;459444;604;105.69;21.07;29.64;509800;9999999;510050;510100;0.98;5.831;520
509800;459444;604;134.53;17.33;0.92;509800;9999999;510100;510150;0.82;5.302;520
509800;459444;604;108.62;16.02;-35.79;509800;9999999;510150;510200;1.86;3.21;520
509800;459444;604;66.34;17.55;-20.85;509800;9999999;510200;510250;5.67;1.525;520
509800;459444;604;35.94;2.67;-16.57;509800;9999999;510250;510300;9.43;0.661;520
509850;459441;600;58.45;28.78;25.4;509850;9999999;509900;509950;0.09;66.983;720
509850;459441;600;67.34;29.28;-54.79;509850;9999999;509950;510000;0.28;25.721;720
509850;459441;600;86.27;25.23;-49.73;509850;9999999;510000;510050;0.81;16.476;720
509850;459441;600;85.56;22.13;-6.2;509850;9999999;510050;510100;2.2;9.804;720
509850;459441;600;156.79;21.31;21.82;509850;9999999;510100;510150;1.55;11.978;720
509850;459441;600;113.71;19.8;-20.04;509850;9999999;510150;510200;1.06;6.205;720
509850;459441;600;76.79;19.86;-36.87;509850;9999999;510200;510250;1.96;3.143;720
509850;459441;600;47.08;16.7;-9.94;509850;9999999;510250;510300;6.35;1.498;720
509850;459441;600;27.75;-2.7;64.63;509850;9999999;510300;510350;11.64;0.707;720
509850;459441;600;58.41;28.78;22.23;509850;9999999;509900;509950;0.06;66.934;720
509850;459441;600;67.32;28.96;-53.62;509850;9999999;509950;510000;0.37;25.715;720
509850;459441;600;86.22;25.34;-42.45;509850;9999999;510000;510050;0.62;16.468;720
509850;459441;600;85.37;23.54;-13.37;509850;9999999;510050;510100;0.7;9.783;720
509850;459441;600;156.9;20.85;26.71;509850;9999999;510100;510150;1.28;11.986;720
509850;459441;600;113.64;18.97;-15.6;509850;9999999;510150;510200;2.15;6.201;720
509850;459441;600;76.75;18.71;-39.22;509850;9999999;510200;510250;1.8;3.141;720
509850;459441;600;47.35;18.7;-17.09;509850;9999999;510250;510300;7.34;1.507;720
509900;459442;601;157.81;21.26;-18.91;509900;9999999;509950;510000;0.09;178.324;710
509900;459442;601;148.79;19.33;-40.46;509900;9999999;510000;510050;0.31;56.045;710
509900;459442;601;150.71;19.1;-43.42;509900;9999999;510050;510100;0.37;28.384;710
509900;459442;601;203.2;17.96;15.5;509900;9999999;510100;510150;0.62;22.962;710
509900;459442;601;158.28;17.1;24.44;509900;9999999;510150;510200;1.54;11.923;710
509900;459442;601;103.05;20.18;-68.79;509900;9999999;510200;510250;3.95;5.545;710
509900;459442;601;70.83;19.48;-10.36;509900;9999999;510250;510300;5.6;2.859;710
509900;459442;601;58.77;7.88;20.32;509900;9999999;510300;510350;4.3;1.845;710
509900;459442;601;27.2;5.21;5.8;509900;9999999;510350;510400;12.74;0.683;710
509900;459442;601;157.62;21.31;-19.59;509900;9999999;509950;510000;0.12;178.113;710
509900;459442;601;148.46;19.29;-37.39;509900;9999999;510000;510050;0.34;55.921;710
509900;459442;601;150.76;18.73;-42.69;509900;9999999;510050;510100;0.65;28.393;710
509900;459442;601;202.94;17.85;15.41;509900;9999999;510100;510150;0.19;22.932;710
509900;459442;601;157.98;17.71;13.95;509900;9999999;510150;510200;0.53;11.901;710
509900;459442;601;103.17;18.67;-58.18;509900;9999999;510200;510250;1.53;5.551;710
509900;459442;601;70.63;14.52;-15.41;509900;9999999;510250;510300;1.78;2.85;710
509900;459442;601;59;14.79;17.06;509900;9999999;510300;510350;2.34;1.852;710
509900;459442;601;26.9;-2.86;10.43;509900;9999999;510350;510400;6.94;0.676;710
509900;459442;601;9.28;10.51;-38.39;509900;9999999;510400;510450;11;0.191;710
509950;459441;605;728.83;19.71;-16.34;509950;9999999;510000;510050;0.04;637.982;550
509950;459441;605;691.99;15.25;-29.37;509950;9999999;510050;510100;0.06;201.911;550
509950;459441;605;891.04;13.42;4.1;509950;9999999;510100;510150;0.06;129.996;550
509950;459441;605;572.01;14.1;-60.71;509950;9999999;510150;510200;0.24;50.071;550
509950;459441;605;494.4;14.13;5.31;509950;9999999;510200;510250;0.15;28.852;550
509950;459441;605;295.31;13.48;-0.62;509950;9999999;510250;510300;0.54;12.31;550
509950;459441;605;298.99;11.11;51.69;509950;9999999;510300;510350;0.74;9.347;550
509950;459441;605;207.34;11.4;-53.41;509950;9999999;510350;510400;0.93;5.042;550
509950;459441;605;174.99;12.3;8.82;509950;9999999;510400;510450;0.97;3.404;550
509950;459441;605;85.55;19.26;-54.09;509950;9999999;510450;510500;5.27;1.362;550
509950;459441;605;729.53;19.69;-13.38;509950;9999999;510000;510050;0.03;638.592;550
509950;459441;605;692.65;15.3;-29.48;509950;9999999;510050;510100;0.09;202.104;550
509950;459441;605;891.91;13.43;4.31;509950;9999999;510100;510150;0.11;130.122;550
509950;459441;605;572.54;14.02;-63.69;509950;9999999;510150;510200;0.3;50.117;550
509950;459441;605;494.78;14.06;6.86;509950;9999999;510200;510250;0.12;28.874;550
509950;459441;605;295.68;13.17;0.42;509950;9999999;510250;510300;0.15;12.325;550
509950;459441;605;299.17;11.12;55.87;509950;9999999;510300;510350;0.5;9.353;550
509950;459441;605;207.48;12.01;-62.36;509950;9999999;510350;510400;1.18;5.045;550
509950;459441;605;175.14;13.36;11.02;509950;9999999;510400;510450;2.58;3.407;550
509950;459441;605;86.16;10.84;-52.74;509950;9999999;510450;510500;5.02;1.371;550
510000;459442;610;975.59;19.35;-25.57;510000;9999999;510050;510100;0.02;714.242;460
510000;459442;610;1364.06;13.62;-10.49;510000;9999999;510100;510150;0.11;332.882;460
510000;459442;610;1056.34;14.17;-10.16;510000;9999999;510150;510200;0.45;128.894;460
510000;459442;610;697.13;14.05;-45.89;510000;9999999;510200;510250;0.14;51.038;460
510000;459442;610;616.1;13.39;21.44;510000;9999999;510250;510300;0.15;30.07;460
510000;459442;610;592.65;11.46;42.22;510000;9999999;510300;510350;0.19;20.661;460
510000;459442;610;472.61;12.81;-16.49;510000;9999999;510350;510400;0.23;12.357;460
510000;459442;610;334.09;19.53;-52.88;510000;9999999;510400;510450;6.66;6.794;460
510000;459442;610;218.44;5.49;9.91;510000;9999999;510450;510500;11.58;3.554;460
510000;459442;610;975.3;19.44;-25.57;510000;9999999;510050;510100;0.03;714.026;460
510000;459442;610;1363.62;13.76;-6.79;510000;9999999;510100;510150;0.02;332.774;460
510000;459442;610;1055.95;13.97;-14.56;510000;9999999;510150;510200;0.03;128.846;460
510000;459442;610;697.11;14.31;-47.73;510000;9999999;510200;510250;0.05;51.037;460
510000;459442;610;615.77;13.55;22.77;510000;9999999;510250;510300;0.08;30.054;460
510000;459442;610;592.42;11.41;45.38;510000;9999999;510300;510350;0.09;20.653;460
510000;459442;610;472.58;13.02;-10.8;510000;9999999;510350;510400;0.27;12.356;460
510000;459442;610;333.36;13.53;-63.59;510000;9999999;510400;510450;1.4;6.779;460
510000;459442;610;220.29;13.73;11.05;510000;9999999;510450;510500;5;3.584;460
510050;459445;611;1544.89;16.14;-13.43;510050;9999999;510100;510150;0.02;922.038;375
510050;459445;611;1476.41;14.81;-14.14;510050;9999999;510150;510200;0.03;293.722;375
510050;459445;611;1079.53;14.92;-30.9;510050;9999999;510200;510250;0.09;107.383;375
510050;459445;611;737.75;14.04;-14.89;510050;9999999;510250;510300;0.22;44.031;375
510050;459445;611;1093.44;12.23;56.95;510050;9999999;510300;510350;0.16;43.506;375
510050;459445;611;787.34;13.21;-31.83;510050;9999999;510350;510400;0.09;22.377;375
510050;459445;611;611.02;13.14;29.34;510050;9999999;510400;510450;1.38;13.024;375
510050;459445;611;363.62;21.04;-76.83;510050;9999999;510450;510500;4.99;6.028;375
510050;459445;611;1543.31;16.13;-13.96;510050;9999999;510100;510150;0.01;921.097;375
510050;459445;611;1474.88;14.82;-10.45;510050;9999999;510150;510200;0.02;293.418;375
510050;459445;611;1078.43;14.91;-34.96;510050;9999999;510200;510250;0.03;107.274;375
510050;459445;611;737.05;14.13;-20.92;510050;9999999;510250;510300;0.19;43.989;375
510050;459445;611;1092.04;12.02;64.28;510050;9999999;510300;510350;0.19;43.451;375
510050;459445;611;786.58;13.2;-35.18;510050;9999999;510350;510400;0.2;22.355;375
510050;459445;611;609.97;13.64;35.4;510050;9999999;510400;510450;0.26;13.002;375
510050;459445;611;366.4;23.82;-82.94;510050;9999999;510450;510500;14.12;6.074;375
510100;459448;608;1197.09;17.37;-40.96;510100;9999999;510150;510200;0;1238.4;650
510100;459448;608;1565.8;15.27;-10.91;510100;9999999;510200;510250;0.02;539.944;650
510100;459448;608;2573.74;13.78;25.7;510100;9999999;510300;510350;0.02;266.255;650
510100;459448;608;963.53;13.96;-23.01;510100;9999999;510350;510400;0.03;66.452;650
510100;459448;608;768.48;14.82;-24.69;510100;9999999;510400;510450;0.08;37.857;650
510100;459448;608;491.53;16.14;-36.78;510100;9999999;510450;510500;0.31;18.16;650
510100;459448;608;1192.99;17.33;-42.81;510100;9999999;510150;510200;0.06;1234.156;650
510100;459448;608;1108.69;15.56;-11.59;510100;9999999;510200;510250;0.07;382.315;650
510100;459448;608;903.74;14.48;4.12;510100;9999999;510250;510300;0.07;155.82;650
510100;459448;608;1059;12.68;18.08;510100;9999999;510300;510350;0.04;109.554;650
510100;459448;608;960.31;13.99;-19.98;510100;9999999;510350;510400;0.1;66.23;650
510100;459448;608;765.87;14.75;-25.26;510100;9999999;510400;510450;0.16;37.728;650
510100;459448;608;489.93;16.15;-37.17;510100;9999999;510450;510500;0.3;18.101;650
510150;459450;604;987.66;16;-42.58;510150;9999999;510200;510250;0.02;911.708;580
510150;459450;604;942.48;14.31;5.82;510150;9999999;510250;510300;0.01;290;580
510150;459450;604;1216.5;12.63;10.54;510150;9999999;510300;510350;0.02;187.159;580
510150;459450;604;1179.65;13.99;-16.01;510150;9999999;510350;510400;0.03;108.893;580
510150;459450;604;976.43;14.9;-25.96;510150;9999999;510400;510450;0.05;60.09;580
510150;459450;604;642.6;16.01;-37.35;510150;9999999;510450;510500;0.58;28.247;580
510200;459448;605;1103.88;13.84;-12.24;510200;9999999;510350;510400;0.1;117.125;400
510200;459448;605;971.69;14.78;-26.82;510200;9999999;510400;510450;0.18;61.86;400
510200;459448;605;663.54;15.92;-38.73;510200;9999999;510450;510500;0.21;28.161;400
510200;459448;605;669.11;15.67;11.94;510200;9999999;510250;510300;0.16;425.971;400
510200;459448;605;1004.79;12.33;10.3;510200;9999999;510300;510350;0.3;213.223;400
510200;459448;605;1104.07;13.85;-11.99;510200;9999999;510350;510400;0.04;117.146;400
510200;459448;605;971.9;14.81;-26.91;510200;9999999;510400;510450;0.08;61.873;400
510200;459448;605;663.69;15.86;-38.92;510200;9999999;510450;510500;0.29;28.168;400
510249;459448;603;904.76;15.77;9.78;510250;9999999;510300;510350;0.03;950.376;660
510249;459448;603;1029.8;13.72;-11.19;510250;9999999;510350;510400;0.02;360.575;660
510249;459448;603;953.58;14.22;-27.53;510250;9999999;510400;510450;0.03;166.944;660
510249;459448;603;684.92;15.35;-39.37;510250;9999999;510450;510500;0.07;71.946;660
510300;459448;602;1380.73;16.79;-10.37;510300;9999999;510350;510400;0.04;1406.399;640
510300;459448;602;1301.58;14.31;-26.69;510300;9999999;510400;510450;0.4;441.926;640
510300;459448;602;983.69;15.62;-41.26;510300;9999999;510450;510500;1.12;166.996;640
510350;459447;596;1524.5;15.7;-28.61;510350;9999999;510400;510450;0.06;2135.163;880
510350;459447;596;1378.92;14.78;-39.92;510350;9999999;510450;510500;0.05;643.754;880
510401;459448;593;1719.42;16.44;-40.36;510400;9999999;510450;510500;0.06;2025.044;740
